CUSTOMER_ID|LIMIT_BAL|SEX|EDUCATION|MARRIAGE|AGE|PAY_0|PAY_2|PAY_3|PAY_4|PAY_5|PAY_6|BILL_AMT1|BILL_AMT2|BILL_AMT3|BILL_AMT4|BILL_AMT5|BILL_AMT6|PAY_AMT1|PAY_AMT2|PAY_AMT3|PAY_AMT4|PAY_AMT5|PAY_AMT6|default.payment.next.month
21306|190000.0|2|2|1|40|0|0|0|0|0|0|124082.0|125032.0|129167.0|130331.0|132958.0|135814.0|4500.0|6147.0|4800.0|4800.0|5000.0|10600.0|0
21246|160000.0|2|1|2|28|0|0|0|0|0|0|118695.0|125186.0|131648.0|137902.0|145046.0|152551.0|10000.0|10000.0|10000.0|10000.0|10000.0|6000.0|0
680|170000.0|2|1|1|63|0|0|0|0|0|0|54957.0|56462.0|58023.0|59560.0|61442.0|63422.0|3000.0|2500.0|2500.0|3000.0|3000.0|2651.0|0
18343|80000.0|2|2|2|32|0|0|2|0|0|0|11572.0|14038.0|14207.0|14643.0|14856.0|15160.0|2670.0|700.0|672.0|600.0|550.0|570.0|1
11018|150000.0|1|2|1|40|0|0|0|0|0|0|141697.0|144833.0|137737.0|140047.0|144557.0|133716.0|7000.0|7000.0|6000.0|7000.0|5021.0|9000.0|0
27244|80000.0|2|1|2|32|-1|-1|-1|-1|-1|-1|1147.0|1147.0|1147.0|1147.0|1100.0|5053.0|1147.0|1147.0|1147.0|1100.0|5100.0|18500.0|0
9324|200000.0|2|2|2|39|-2|-2|-2|-2|-2|-2|2880.0|0.0|0.0|0.0|2894.0|210.0|0.0|0.0|0.0|2894.0|210.0|2595.0|0
22322|500000.0|2|1|2|44|-2|-2|-2|-2|-2|-2|29996.0|10625.0|14567.0|0.0|3808.0|6751.0|10625.0|14573.0|0.0|3808.0|6751.0|0.0|0
26626|150000.0|2|2|2|26|0|0|-1|-1|-2|-1|9189.0|4359.0|4880.0|0.0|0.0|2250.0|2000.0|4880.0|0.0|0.0|2250.0|0.0|0
20384|200000.0|1|1|2|31|-2|-2|-2|-2|-1|0|15321.0|1199.0|933.0|21227.0|55272.0|58587.0|5006.0|938.0|21380.0|58007.0|51413.0|7738.0|0
19033|80000.0|1|2|2|35|0|0|0|0|0|0|26994.0|28659.0|57803.0|27562.0|28224.0|28867.0|2000.0|30000.0|1000.0|1000.0|1000.0|1500.0|0
20023|50000.0|1|3|1|51|0|0|0|0|2|2|38302.0|39299.0|40703.0|44350.0|43517.0|46821.0|1634.0|2038.0|4685.0|0.0|3982.0|0.0|0
11998|80000.0|1|2|2|46|0|0|0|0|0|0|44302.0|45311.0|46321.0|47259.0|48230.0|49351.0|1192.0|1202.0|1135.0|1165.0|1326.0|2204.0|0
14355|300000.0|2|2|1|53|-2|-2|-2|-2|-2|-2|7733.0|7424.0|8042.0|7733.0|7733.0|7733.0|7424.0|8351.0|7733.0|7733.0|7733.0|7733.0|0
29277|340000.0|2|2|1|31|-1|0|0|0|0|0|33639.0|37373.0|40990.0|42415.0|38367.0|37940.0|5000.0|5000.0|3000.0|2000.0|2000.0|3000.0|0
18080|180000.0|2|2|1|48|-1|-1|-1|-1|-2|-2|4498.0|-2.0|760.0|0.0|0.0|245.0|0.0|762.0|0.0|0.0|245.0|884.0|0
8603|110000.0|2|2|1|35|0|0|0|0|0|0|28969.0|29568.0|30379.0|84257.0|84762.0|86139.0|1500.0|1706.0|55000.0|3200.0|3300.0|3300.0|0
1131|50000.0|1|2|2|47|0|0|0|0|0|0|91481.0|47099.0|47486.0|24769.0|23029.0|23495.0|3956.0|1365.0|848.0|1000.0|1000.0|1000.0|0
10818|300000.0|2|2|1|27|-2|-2|-2|-2|-2|-2|2200.0|1378.0|1109.0|0.0|474.0|337.0|1378.0|1422.0|0.0|474.0|337.0|1394.0|0
1680|10000.0|2|2|2|31|0|0|0|-2|-2|-2|10154.0|10400.0|0.0|0.0|0.0|0.0|1400.0|0.0|0.0|0.0|0.0|0.0|1
15149|100000.0|1|2|2|27|2|0|0|3|2|0|63004.0|66964.0|75856.0|74062.0|72756.0|76355.0|5000.0|10000.0|0.0|0.0|5000.0|5000.0|1
13039|20000.0|1|2|2|23|0|0|2|0|0|-2|16831.0|20404.0|19621.0|14051.0|0.0|0.0|4183.0|0.0|281.0|0.0|0.0|0.0|1
9769|150000.0|1|2|1|57|2|2|2|2|2|2|14496.0|15546.0|16303.0|15744.0|16582.0|17166.0|1600.0|1300.0|0.0|1100.0|1000.0|1000.0|1
24521|70000.0|1|2|1|47|0|0|0|0|0|0|53239.0|54351.0|56480.0|57253.0|59150.0|0.0|2000.0|3000.0|2500.0|3000.0|0.0|0.0|0
7643|80000.0|2|2|2|48|0|0|0|2|0|0|60261.0|60129.0|57488.0|47846.0|48464.0|48940.0|2234.0|5311.0|0.0|1787.0|1700.0|1500.0|0
8989|200000.0|2|2|2|34|0|-1|-1|-1|-2|-2|13112.0|13011.0|12000.0|0.0|0.0|0.0|13011.0|12000.0|0.0|0.0|0.0|107918.0|0
4671|310000.0|2|1|1|30|0|0|0|0|0|0|27289.0|28020.0|31140.0|27695.0|17338.0|17731.0|1489.0|4415.0|1084.0|491.0|540.0|4000.0|0
7318|280000.0|2|1|2|28|-2|-2|-2|-2|-2|-2|40683.0|1888.0|1592.0|1312.0|486.0|886.0|1888.0|1592.0|1312.0|486.0|1036.0|438.0|0
24544|300000.0|2|1|2|36|1|-2|-2|-1|2|-1|-78.0|-78.0|-78.0|1222.0|1072.0|4689.0|0.0|0.0|1300.0|0.0|4689.0|0.0|1
22353|220000.0|2|1|1|41|-1|0|-1|-1|-1|-2|30038.0|22411.0|7141.0|3070.0|2609.0|10273.0|1089.0|7161.0|4072.0|2613.0|10322.0|511.0|0
13501|360000.0|2|1|2|27|-1|-1|0|0|0|2|1994.0|5305.0|4960.0|5228.0|6552.0|3827.0|5317.0|1007.0|2006.0|2562.0|13.0|2989.0|0
9231|310000.0|2|3|2|27|0|0|0|0|0|0|83756.0|86353.0|90960.0|89993.0|92229.0|94473.0|4000.0|6000.0|3000.0|3000.0|3000.0|3000.0|0
9182|270000.0|2|2|2|38|-2|-2|-2|-2|-2|-2|11421.0|6060.0|4180.0|1833.0|511.0|6635.0|2000.0|1000.0|2.0|1.0|6668.0|1026.0|0
12093|260000.0|2|2|1|54|-1|-1|0|0|0|0|16570.0|7934.0|20258.0|52574.0|19463.0|20226.0|8234.0|20034.0|52045.0|7000.0|8073.0|30113.0|0
24241|80000.0|1|3|1|41|1|-1|0|0|0|-1|-1645.0|78379.0|76304.0|52774.0|11855.0|48944.0|85900.0|3409.0|1178.0|1926.0|52964.0|1804.0|1
15713|150000.0|1|2|2|36|0|0|0|0|0|-1|32263.0|26283.0|17897.0|10945.0|5174.0|1910.0|3000.0|1305.0|1637.0|350.0|1910.0|0.0|0
26658|480000.0|2|1|1|39|0|0|-1|0|0|0|106660.0|400000.0|66270.0|80274.0|82160.0|110773.0|302000.0|66270.0|15000.0|3044.0|30042.0|34048.0|0
18544|430000.0|2|2|1|32|-2|-2|-1|2|0|0|-15308.0|-33350.0|95740.0|77875.0|62675.0|48764.0|8.0|145740.0|7.0|2500.0|2021.0|2000.0|0
18520|210000.0|1|1|2|29|0|0|0|0|2|0|140619.0|144410.0|148555.0|156733.0|153230.0|155159.0|7000.0|9000.0|11550.0|0.0|5389.0|5338.0|0
11314|410000.0|2|2|2|33|-2|-2|-2|-2|-2|-2|4720.0|25488.0|7022.0|3321.0|2745.0|500.0|25488.0|7022.0|3326.0|2745.0|500.0|1543.0|0
17510|20000.0|2|2|2|21|0|0|0|0|0|0|18770.0|18410.0|18821.0|19307.0|19260.0|20028.0|1400.0|1200.0|1000.0|6000.0|1000.0|5000.0|0
21800|50000.0|1|1|1|33|0|0|2|0|0|0|40505.0|46745.0|45727.0|45515.0|45470.0|4220.0|6930.0|0.0|1200.0|155.0|3000.0|0.0|0
24703|110000.0|2|2|2|24|-1|-1|-1|-1|-1|0|1183.0|1362.0|1352.0|1867.0|36986.0|40053.0|1362.0|1352.0|1867.0|36986.0|5000.0|3000.0|0
10266|80000.0|1|2|2|34|0|0|0|0|0|0|73414.0|66122.0|92131.0|47655.0|43182.0|44332.0|3558.0|2600.0|4300.0|2000.0|2000.0|2000.0|0
28546|20000.0|2|1|2|23|0|0|0|0|0|0|15781.0|20124.0|19423.0|20140.0|19991.0|20079.0|5000.0|2000.0|1500.0|1000.0|600.0|1000.0|1
6607|70000.0|2|2|1|33|0|0|0|0|0|0|31130.0|16171.0|16373.0|16945.0|21462.0|11128.0|10171.0|3000.0|1260.0|6138.0|1128.0|500.0|0
22046|50000.0|1|2|2|27|-2|-2|-2|-2|-2|-2|3043.0|2432.0|3754.0|11985.0|19332.0|0.0|2446.0|3754.0|12053.0|19332.0|0.0|0.0|0
20109|200000.0|2|1|2|32|-2|-2|-2|-2|-2|-2|0.0|0.0|2090.0|0.0|0.0|2820.0|0.0|2090.0|0.0|0.0|2820.0|10540.0|0
23496|180000.0|2|3|1|41|2|2|2|2|0|0|96093.0|100094.0|101204.0|98680.0|100644.0|102750.0|6500.0|3582.0|0.0|3605.0|3731.0|3752.0|1
14476|410000.0|2|1|2|30|-2|-2|-2|-2|-2|-2|0.0|8417.0|0.0|2830.0|0.0|0.0|8417.0|0.0|2830.0|0.0|0.0|500.0|0
10791|20000.0|1|2|1|32|-1|-1|-1|-1|-1|-1|390.0|390.0|390.0|0.0|780.0|0.0|390.0|390.0|0.0|780.0|0.0|0.0|0
1946|150000.0|2|2|1|49|-1|-1|-1|-1|-1|-1|575.0|25622.0|4992.0|1578.0|1216.0|4475.0|25622.0|4992.0|1578.0|1216.0|4475.0|15964.0|0
14652|20000.0|1|2|2|36|0|0|2|2|3|2|11423.0|13976.0|13455.0|15227.0|14699.0|14313.0|2749.0|0.0|2000.0|0.0|0.0|1230.0|0
17410|400000.0|2|1|2|39|0|0|0|0|0|0|404924.0|359634.0|360270.0|325340.0|328627.0|329948.0|13521.0|12374.0|11643.0|11868.0|18000.0|15000.0|0
14649|460000.0|2|1|2|38|0|0|0|0|0|0|296815.0|283744.0|273414.0|250033.0|238734.0|226905.0|10279.0|10084.0|9025.0|9036.0|8526.0|7272.0|0
15719|360000.0|2|2|2|32|-2|-2|-2|-2|-2|-2|171.0|1058.0|3494.0|6339.0|2131.0|535.0|1058.0|3494.0|6339.0|2131.0|535.0|82000.0|0
19063|100000.0|2|2|1|26|2|0|0|0|0|0|97361.0|96265.0|49380.0|29152.0|28832.0|29949.0|4732.0|1500.0|1500.0|1500.0|1500.0|1964.0|1
929|330000.0|1|2|1|43|-1|-1|-1|0|0|-1|13200.0|9843.0|15440.0|45033.0|64723.0|3784.0|9863.0|15440.0|35033.0|30000.0|3874.0|25349.0|0
3888|330000.0|1|2|1|45|0|0|0|0|0|0|86916.0|87548.0|89421.0|91115.0|92935.0|91584.0|3135.0|3285.0|3221.0|3247.0|3317.0|3555.0|0
863|130000.0|2|2|1|33|0|0|0|0|0|0|84963.0|83958.0|84906.0|85690.0|85892.0|87996.0|2980.0|4012.0|3885.0|3158.0|4704.0|3218.0|0
12964|140000.0|1|2|2|30|0|0|0|0|0|0|131026.0|130023.0|76098.0|50419.0|47202.0|43946.0|5006.0|2169.0|1651.0|2122.0|3006.0|2505.0|0
26681|60000.0|1|2|1|36|0|0|0|0|0|0|37129.0|37593.0|37841.0|38634.0|28811.0|28907.0|1602.0|1989.0|1782.0|1169.0|1196.0|1152.0|1
17378|60000.0|2|1|2|23|0|0|0|0|0|0|21972.0|24612.0|16711.0|8549.0|7635.0|12258.0|3126.0|1392.0|5033.0|3601.0|5200.0|3647.0|0
5436|50000.0|2|2|1|31|0|0|0|0|0|-2|47800.0|50725.0|53518.0|4199.0|0.0|0.0|3725.0|2364.0|2398.0|0.0|0.0|17324.0|1
27543|360000.0|2|5|2|28|0|0|0|0|-1|-1|243114.0|46734.0|12558.0|0.0|730.0|500.0|1587.0|1028.0|0.0|730.0|500.0|0.0|0
2564|50000.0|1|2|2|50|0|0|-2|-2|-2|-2|25925.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0
939|340000.0|2|4|2|29|0|0|0|0|0|0|262621.0|167331.0|169625.0|104501.0|102700.0|103824.0|24298.0|7068.0|8015.0|10053.0|15000.0|9507.0|0
4968|220000.0|2|2|1|45|1|-1|0|-1|0|-1|0.0|6010.0|7069.0|43957.0|30693.0|13264.0|6010.0|1229.0|43957.0|614.0|13264.0|700.0|0
12461|30000.0|2|3|1|53|2|0|0|0|0|0|34775.0|35946.0|37685.0|33305.0|28305.0|20371.0|1733.0|2452.0|1072.0|1089.0|3101.0|5000.0|0
29066|20000.0|1|3|2|22|1|4|3|2|0|0|21425.0|21410.0|20786.0|19994.0|10700.0|0.0|620.0|0.0|4.0|0.0|0.0|0.0|1
14051|200000.0|2|1|1|41|-2|-2|-2|-2|-2|-2|7812.0|0.0|0.0|1115.0|0.0|0.0|0.0|0.0|1115.0|0.0|0.0|0.0|0
8526|20000.0|2|2|2|30|1|2|0|0|0|0|16560.0|15997.0|17336.0|18345.0|18643.0|19094.0|0.0|1600.0|1602.0|900.0|900.0|636.0|0
26038|200000.0|2|1|2|29|-1|-1|-1|-1|-1|-1|3540.0|2914.0|3601.0|1717.0|30616.0|22849.0|3028.0|3919.0|1726.0|30802.0|22963.0|1335.0|0
28655|100000.0|2|1|2|29|0|0|0|0|0|0|167410.0|85536.0|77303.0|60178.0|56436.0|51773.0|70001.0|3769.0|2008.0|1950.0|2001.0|18000.0|0
1311|50000.0|2|2|2|23|0|0|0|-2|-2|-2|48424.0|45300.0|-100.0|-100.0|-100.0|650.0|1500.0|100.0|0.0|0.0|750.0|247.0|0
21777|30000.0|2|3|2|52|2|2|7|7|7|7|2450.0|2450.0|2450.0|2450.0|2450.0|2450.0|0.0|0.0|0.0|0.0|0.0|0.0|1
23120|160000.0|2|3|1|38|-2|-2|-2|-2|-2|-2|5207.0|207.0|207.0|207.0|207.0|207.0|207.0|207.0|207.0|207.0|207.0|207.0|0
11189|200000.0|2|2|1|37|0|0|0|0|0|0|114480.0|117791.0|123108.0|124327.0|127011.0|134519.0|5000.0|7000.0|4500.0|4500.0|9500.0|5000.0|0
12498|110000.0|2|2|2|23|0|0|0|0|0|0|37129.0|32761.0|26428.0|23043.0|20338.0|7680.0|1800.0|1554.0|1212.0|0.0|0.0|74458.0|0
18397|20000.0|2|2|1|37|0|0|0|0|0|-2|17312.0|17762.0|18814.0|19614.0|0.0|0.0|1500.0|1500.0|1000.0|0.0|0.0|0.0|1
27085|50000.0|2|3|1|58|1|3|2|2|2|2|39649.0|40194.0|41150.0|41670.0|42188.0|43360.0|1500.0|1900.0|1500.0|1500.0|2000.0|1500.0|0
18328|110000.0|2|2|2|51|-2|-2|-2|-1|-1|-1|150000.0|0.0|0.0|3007.0|857.0|55973.0|0.0|0.0|3007.0|857.0|100000.0|1000.0|0
18074|50000.0|2|1|2|23|0|0|0|0|0|0|22939.0|23966.0|24939.0|23962.0|24439.0|25044.0|1413.0|1386.0|1399.0|876.0|1000.0|959.0|0
15916|30000.0|2|3|1|38|0|0|0|0|0|0|24505.0|25592.0|26628.0|27678.0|28084.0|30068.0|1800.0|1750.0|1800.0|1165.0|2600.0|1200.0|0
1851|200000.0|1|1|2|42|-2|-2|-2|-2|-2|-2|470.0|740.0|3774.0|836.0|1325.0|1440.0|740.0|3782.0|836.0|1325.0|1440.0|506.0|0
20173|60000.0|1|1|1|37|2|0|0|0|0|0|21962.0|23592.0|25702.0|26961.0|28509.0|29546.0|2000.0|2500.0|2000.0|2000.0|1500.0|2000.0|1
27005|310000.0|1|3|1|43|-1|-1|-1|0|-1|-1|4323.0|650.0|10453.0|10115.0|600.0|1788.0|650.0|10453.0|202.0|1098.0|1788.0|200.0|0
12855|130000.0|2|2|2|37|2|2|2|2|0|0|82640.0|85505.0|87587.0|85428.0|86251.0|88094.0|5000.0|4200.0|0.0|3000.0|3100.0|3100.0|1
12134|90000.0|2|1|2|30|2|2|2|2|2|2|15979.0|17414.0|16846.0|20559.0|19933.0|21454.0|2000.0|0.0|4000.0|0.0|2000.0|0.0|1
19779|120000.0|2|2|2|39|0|0|2|0|0|0|22033.0|24067.0|24372.0|24670.0|25617.0|26535.0|2400.0|1000.0|1000.0|1500.0|1500.0|1500.0|0
5989|20000.0|1|2|2|32|0|0|-1|0|0|0|18472.0|19968.0|17199.0|18367.0|18130.0|18500.0|2000.0|17199.0|1600.0|363.0|370.0|1500.0|0
11560|140000.0|2|2|1|39|-1|-1|-1|-1|-1|-1|567.0|1498.0|1139.0|380.0|2340.0|837.0|1498.0|1139.0|380.0|2340.0|837.0|380.0|0
11531|500000.0|2|2|1|42|0|0|0|0|0|0|431195.0|440304.0|341673.0|76519.0|77223.0|76684.0|17624.0|14783.0|3000.0|3000.0|2853.0|2385.0|0
16079|20000.0|2|1|2|54|0|0|0|4|3|2|14034.0|15296.0|20035.0|19435.0|18835.0|18395.0|1500.0|5000.0|0.0|0.0|0.0|3000.0|1
6142|120000.0|1|2|1|40|0|0|0|0|0|0|94166.0|73086.0|62511.0|36996.0|30311.0|26414.0|3500.0|2347.0|5000.0|3000.0|2000.0|10000.0|0
10052|440000.0|1|1|2|35|0|0|0|0|0|0|421895.0|413687.0|420892.0|352705.0|359770.0|351535.0|15100.0|16076.0|12445.0|13183.0|12874.0|12146.0|1
20484|130000.0|2|2|1|26|0|0|0|0|0|0|24579.0|23741.0|11666.0|11806.0|11081.0|11396.0|1187.0|1500.0|616.0|500.0|500.0|485.0|0
26987|80000.0|2|2|1|50|0|0|0|-1|0|-1|56602.0|14233.0|15729.0|3000.0|1500.0|1500.0|5000.0|5000.0|3000.0|0.0|1500.0|4473.0|0
12210|180000.0|1|1|1|42|-1|-1|-1|-1|-1|0|326.0|326.0|326.0|326.0|652.0|326.0|326.0|326.0|326.0|652.0|0.0|326.0|0
8341|470000.0|2|2|1|45|0|0|0|0|0|0|212948.0|188435.0|182687.0|153366.0|114451.0|122489.0|30000.0|15000.0|5052.0|5000.0|10000.0|15000.0|0
22849|30000.0|1|2|2|29|6|5|4|3|2|0|32875.0|32101.0|31071.0|30136.0|28496.0|29675.0|0.0|0.0|0.0|0.0|1642.0|0.0|1
6098|50000.0|1|3|1|51|-1|-1|0|0|0|0|636.0|2228.0|3287.0|4843.0|6379.0|6878.0|4600.0|1500.0|2000.0|2000.0|1000.0|3000.0|0
26057|50000.0|1|2|2|25|0|0|0|0|0|0|47034.0|47521.0|47633.0|47482.0|48162.0|48926.0|2100.0|2500.0|2000.0|2000.0|1685.0|2000.0|0
6150|100000.0|2|1|2|24|0|0|0|-1|-1|-1|27753.0|28306.0|14320.0|180.0|2500.0|12411.0|1632.0|1000.0|180.0|2500.0|10000.0|0.0|0
8046|350000.0|2|1|2|31|0|0|0|0|0|0|96659.0|86985.0|77472.0|68901.0|58259.0|47743.0|3500.0|5300.0|2500.0|2000.0|2000.0|2000.0|0
25451|120000.0|1|1|2|28|0|0|0|0|-1|-1|117303.0|15504.0|15748.0|15480.0|998.0|980.0|1256.0|1500.0|2000.0|998.0|980.0|0.0|1
28107|200000.0|2|1|1|38|-2|-2|-2|-2|-2|-2|15099.0|6370.0|5991.0|7298.0|9225.0|4072.0|6370.0|5991.0|7298.0|2105.0|10249.0|0.0|0
26956|150000.0|2|1|1|36|-2|-2|-2|-2|-2|-2|16228.0|29414.0|4975.0|3960.0|2914.0|1068.0|30745.0|4975.0|5017.0|2914.0|1250.0|4734.0|0
11623|70000.0|2|1|1|45|1|1|-1|0|0|0|116630.0|-67526.0|71562.0|68709.0|28528.0|29171.0|0.0|140043.0|1830.0|1021.0|1103.0|1011.0|0
9357|300000.0|1|3|1|53|-2|-2|-2|-2|-2|-2|-3.0|-3.0|-3.0|580.0|992.0|1205.0|0.0|0.0|583.0|992.0|1205.0|96.0|0
25217|210000.0|1|1|2|30|-1|0|0|0|0|0|1060.0|3229.0|4107.0|5931.0|4665.0|6607.0|2200.0|1005.0|3208.0|2000.0|2000.0|49980.0|0
12472|20000.0|1|2|2|34|2|2|2|0|0|0|17497.0|20690.0|20075.0|19492.0|19859.0|19232.0|3500.0|0.0|1500.0|805.0|7000.0|542.0|1
3773|30000.0|1|1|2|47|2|0|0|0|2|2|25690.0|26719.0|27774.0|28809.0|30399.0|29760.0|1445.0|1500.0|1500.0|2200.0|0.0|1200.0|0
24451|160000.0|1|1|2|27|-1|-1|-1|-1|-1|-1|316.0|316.0|2968.0|19656.0|4056.0|7496.0|316.0|2968.0|19666.0|4056.0|7496.0|4836.0|0
29276|360000.0|2|1|2|32|-1|-1|-1|-1|0|-1|42524.0|53303.0|3924.0|43900.0|88865.0|12104.0|53563.0|3924.0|43900.0|50000.0|12104.0|960.0|0
5149|80000.0|2|3|2|28|-1|-1|-1|-1|-1|-1|2147.0|612.0|2110.0|2298.0|1196.0|390.0|612.0|2110.0|2298.0|1196.0|390.0|0.0|0
18675|150000.0|2|1|1|29|-1|-1|-1|-1|-1|0|598.0|3188.0|33850.0|4625.0|1035.0|520.0|3188.0|33850.0|4625.0|1035.0|0.0|0.0|1
22312|50000.0|2|1|2|23|-1|-1|-1|-1|-1|-1|3430.0|2478.0|2299.0|4800.0|9810.0|660.0|2548.0|2321.0|4800.0|9810.0|660.0|2980.0|0
905|130000.0|2|1|1|33|-1|2|0|0|0|-1|10653.0|7439.0|15206.0|12446.0|7047.0|5472.0|13.0|12454.0|30.0|21.0|5488.0|1725.0|0
19959|130000.0|2|1|2|27|0|0|0|0|0|0|128137.0|109868.0|108167.0|102584.0|91030.0|82634.0|4000.0|4019.0|4017.0|3100.0|4500.0|5380.0|0
27836|50000.0|2|2|2|28|0|0|0|-1|0|0|59321.0|56454.0|53278.0|19437.0|19845.0|19911.0|2329.0|2353.0|39886.0|704.0|730.0|656.0|0
13560|80000.0|1|1|2|30|0|0|2|2|2|2|76539.0|21644.0|17427.0|67659.0|63815.0|48670.0|3510.0|41.0|65007.0|53.0|3228.0|0.0|0
23011|40000.0|2|3|1|44|1|2|2|0|0|0|35544.0|36664.0|35800.0|36839.0|35967.0|36586.0|2000.0|0.0|2000.0|2000.0|3000.0|0.0|1
13024|150000.0|2|2|1|47|-2|-2|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0
22956|140000.0|2|2|2|24|0|0|0|0|0|0|38483.0|43627.0|35893.0|40883.0|16256.0|14354.0|10169.0|20000.0|15000.0|628.0|1392.0|1200.0|0
5641|250000.0|2|2|1|52|-2|-2|-2|-2|-2|-1|1376.0|4038.0|313.0|316.0|657.0|993.0|4038.0|313.0|316.0|657.0|993.0|3039.0|1
24360|570000.0|1|1|2|31|0|0|0|0|0|-1|26775.0|28753.0|48474.0|42377.0|41302.0|1666.0|15004.0|25000.0|1302.0|1000.0|1666.0|3778.0|0
26753|90000.0|2|1|1|36|-1|-1|-2|-2|-2|-1|9999.0|0.0|0.0|0.0|0.0|1980.0|0.0|0.0|0.0|0.0|1980.0|0.0|0
25951|210000.0|1|2|1|53|1|-1|2|-1|-1|-1|-197.0|3195.0|1821.0|1683.0|0.0|1986.0|3392.0|2.0|1683.0|0.0|1986.0|1188.0|0
27690|180000.0|2|2|1|31|1|-1|2|-1|0|0|0.0|200.0|100.0|300.0|200.0|499.0|200.0|0.0|300.0|0.0|399.0|100.0|0
4144|30000.0|2|2|2|49|2|2|2|2|2|2|28859.0|28116.0|30226.0|29454.0|31775.0|30743.0|0.0|2900.0|0.0|2787.0|0.0|1445.0|0
13606|330000.0|1|2|1|52|0|0|0|0|0|0|171004.0|173360.0|175958.0|178468.0|181544.0|184338.0|6199.0|6386.0|6435.0|7000.0|6688.0|6688.0|0
20823|130000.0|1|1|2|27|0|0|0|0|0|0|32464.0|33805.0|34810.0|35194.0|35951.0|36703.0|1867.0|1872.0|1256.0|1500.0|1500.0|1500.0|0
29269|140000.0|1|2|1|37|-1|2|-1|0|-1|-1|2081.0|991.0|1982.0|991.0|1091.0|1420.0|0.0|1982.0|0.0|1091.0|1420.0|7351.0|1
20670|50000.0|2|2|2|26|0|0|0|0|-2|-2|33428.0|34385.0|35796.0|-229.0|-229.0|-229.0|1800.0|2100.0|0.0|0.0|0.0|0.0|1
