CUSTOMER_ID|LIMIT_BAL|SEX|EDUCATION|MARRIAGE|AGE|PAY_2|PAY_3|PAY_4|PAY_5|PAY_6|BILL_AMT1|BILL_AMT2|BILL_AMT3|BILL_AMT4|BILL_AMT5|BILL_AMT6|PAY_AMT1|PAY_AMT2|PAY_AMT3|PAY_AMT4|PAY_AMT5|PAY_AMT6
11326|20000.0|2|2|1|29|2|2|0|0|0|19098.0|19953.0|18756.0|19968.0|15333.0|10056.0|1474.0|0.0|2403.0|0.0|6000.0|0.0
20215|150000.0|2|1|2|27|0|-1|0|0|0|3467.0|2182.0|1764.0|9558.0|59865.0|55717.0|2008.0|1764.0|9000.0|55000.0|4000.0|4000.0
23353|10000.0|1|2|2|23|0|0|2|2|2|5232.0|6410.0|8717.0|8431.0|9079.0|9110.0|1273.0|2580.0|0.0|942.0|321.0|0.0
13547|20000.0|2|1|2|24|0|0|0|0|0|18916.0|18556.0|19162.0|19293.0|19298.0|19198.0|1600.0|1805.0|1400.0|405.0|400.0|0.0
17260|120000.0|2|2|2|23|0|0|0|0|0|100727.0|96551.0|69676.0|44879.0|43532.0|44467.0|4324.0|3234.0|1448.0|1400.0|1400.0|1400.0
17072|560000.0|2|1|1|45|0|0|0|0|0|34669.0|150228.0|151425.0|143343.0|127225.0|130479.0|150000.0|60052.0|10268.0|27225.0|15000.0|20000.0
22032|10000.0|2|3|2|42|0|-1|-1|-1|-1|4908.0|5665.0|381.0|390.0|0.0|780.0|1275.0|381.0|399.0|0.0|780.0|0.0
21344|370000.0|1|1|2|31|0|0|0|0|0|35605.0|39837.0|41576.0|44178.0|47838.0|54341.0|5000.0|3000.0|5000.0|5000.0|8000.0|10000.0
4232|70000.0|2|1|2|36|0|0|0|0|0|75021.0|71101.0|73831.0|46898.0|48686.0|47171.0|2893.0|4231.0|8000.0|2500.0|1675.0|2000.0
22154|160000.0|2|1|2|27|-2|-2|-2|-2|-2|717.0|3265.0|5105.0|3326.0|5482.0|2698.0|3269.0|5109.0|3328.0|5494.0|2864.0|2367.0
1295|270000.0|2|2|1|38|0|0|0|0|0|62263.0|60654.0|59464.0|54715.0|51796.0|53256.0|3000.0|3000.0|3019.0|5000.0|5000.0|10000.0
2563|130000.0|1|2|1|44|2|2|2|2|2|5230.0|4998.0|7898.0|7021.0|46431.0|45891.0|0.0|3000.0|0.0|40200.0|0.0|780.0
17273|440000.0|2|2|2|35|0|0|-1|-1|-1|3091.0|3853.0|4012.0|821.0|821.0|821.0|1150.0|1084.0|821.0|821.0|821.0|821.0
21116|100000.0|1|3|2|33|-2|-1|2|-1|0|0.0|0.0|1991.0|1991.0|93536.0|95373.0|0.0|1991.0|0.0|93536.0|3500.0|8000.0
25005|100000.0|1|2|2|36|7|6|5|4|3|110072.0|108478.0|105931.0|104554.0|102360.0|100413.0|0.0|0.0|1170.0|0.0|0.0|0.0
14582|50000.0|1|2|2|28|0|0|0|0|0|2940.0|3989.0|5116.0|4425.0|6353.0|15829.0|1100.0|1205.0|2000.0|2000.0|10000.0|1000.0
2828|270000.0|2|2|1|52|0|0|0|0|0|43210.0|45670.0|47625.0|49332.0|22950.0|25561.0|3500.0|3000.0|3000.0|3000.0|3000.0|4000.0
17919|180000.0|2|3|3|40|0|0|0|0|0|30712.0|27597.0|25427.0|21230.0|17357.0|13303.0|1774.0|3000.0|892.0|1000.0|620.0|440.0
24896|360000.0|1|2|1|33|-1|-1|-1|0|0|15299.0|44439.0|22637.0|101497.0|68960.0|28399.0|44730.0|22751.0|101691.0|2233.0|6138.0|16113.0
25116|20000.0|1|2|2|22|2|2|2|0|0|14542.0|14011.0|16899.0|16335.0|16509.0|17590.0|0.0|3132.0|0.0|742.0|1501.0|0.0
8311|280000.0|2|1|2|29|-2|-2|-2|-2|-2|0.0|0.0|320.0|2139.0|0.0|0.0|0.0|320.0|2139.0|0.0|0.0|0.0
18875|160000.0|2|2|2|28|-1|-1|-1|-1|2|1426.0|326.0|1976.0|810.0|2165.0|1997.0|326.0|1976.0|810.0|2165.0|0.0|28377.0
3591|50000.0|2|1|2|29|0|0|2|0|0|50461.0|48340.0|51113.0|48114.0|19400.0|19240.0|2100.0|4900.0|0.0|3000.0|2500.0|1000.0
18654|40000.0|2|2|1|43|-1|-1|-1|-1|-1|220.0|960.0|960.0|960.0|1383.0|960.0|960.0|960.0|960.0|1383.0|960.0|960.0
25882|340000.0|1|3|1|29|0|0|0|0|0|332123.0|327362.0|324322.0|316472.0|317349.0|314212.0|14000.0|12000.0|12000.0|12000.0|12000.0|12000.0
28174|240000.0|2|1|1|41|0|0|0|0|0|126395.0|129371.0|132218.0|136003.0|139798.0|142574.0|5000.0|5000.0|6000.0|6000.0|5098.0|5281.0
4245|20000.0|2|1|2|54|0|0|0|0|0|17016.0|17909.0|18298.0|18761.0|17781.0|10674.0|1568.0|1737.0|1200.0|0.0|0.0|0.0
29058|190000.0|2|3|1|37|-1|-1|0|0|0|752.0|1302.0|18666.0|19623.0|21268.0|23038.0|1302.0|18666.0|2000.0|3000.0|3000.0|1200.0
16938|120000.0|2|2|1|39|-1|-1|-1|-1|-1|316.0|316.0|316.0|0.0|632.0|316.0|316.0|316.0|0.0|632.0|316.0|0.0
20744|50000.0|2|1|2|27|0|0|0|0|0|39607.0|40399.0|36712.0|33485.0|37712.0|40065.0|5014.0|5000.0|5000.0|5000.0|5000.0|5000.0
1752|180000.0|1|3|1|58|2|2|2|2|2|36086.0|37196.0|36322.0|38808.0|39474.0|40297.0|2000.0|0.0|3405.0|1600.0|1600.0|1700.0
15685|280000.0|2|1|2|29|-1|-1|-1|-1|-1|4356.0|12345.0|2663.0|867.0|3060.0|858.0|12384.0|2664.0|867.0|3060.0|858.0|3193.0
21888|230000.0|2|1|1|49|-2|-2|-2|-2|-2|1034.0|299.0|8994.0|1796.0|3970.0|7214.0|299.0|8997.0|1808.0|3970.0|7214.0|3684.0
2566|280000.0|2|2|2|29|-2|-2|-2|-2|-2|99.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5017.0
2095|230000.0|2|1|2|26|-1|-1|0|0|0|865.0|221.0|16601.0|17833.0|15708.0|10013.0|221.0|16601.0|1513.0|1000.0|350.0|500.0
13814|50000.0|1|2|1|41|0|0|0|0|0|48958.0|48293.0|48999.0|7470.0|6406.0|3679.0|2572.0|2602.0|349.0|706.0|500.0|1000.0
14323|240000.0|2|1|1|37|0|0|0|0|0|86701.0|90251.0|92900.0|93876.0|91678.0|94280.0|5000.0|5000.0|3511.0|4000.0|4000.0|4000.0
4951|110000.0|1|2|1|48|0|0|0|0|0|92806.0|91217.0|89757.0|136859.0|60276.0|48652.0|5000.0|4087.0|64142.0|2038.0|1763.0|2500.0
847|60000.0|1|1|2|27|0|0|0|0|0|57753.0|59186.0|59001.0|27971.0|28619.0|29213.0|2960.0|1628.0|1002.0|1100.0|1100.0|922.0
18216|100000.0|2|2|2|33|2|0|0|0|0|74763.0|73010.0|74198.0|74964.0|76655.0|78328.0|0.0|3000.0|2000.0|2000.0|2000.0|2000.0
14741|50000.0|2|2|1|30|0|0|-2|-2|-2|6425.0|4580.0|0.0|0.0|0.0|0.0|1050.0|0.0|0.0|0.0|0.0|0.0
19427|120000.0|2|2|2|28|-2|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
13953|120000.0|2|3|2|53|0|0|2|0|0|66963.0|68780.0|70830.0|71557.0|73052.0|74502.0|3500.0|3800.0|2500.0|2804.0|2820.0|3000.0
24918|210000.0|2|2|1|36|2|0|0|0|0|167970.0|161852.0|163600.0|162303.0|162799.0|161912.0|0.0|8000.0|8000.0|6000.0|6000.0|6000.0
21594|50000.0|1|1|1|41|0|0|0|0|0|39159.0|40194.0|41209.0|42125.0|43443.0|44476.0|1669.0|1684.0|1600.0|2000.0|1753.0|1696.0
14347|80000.0|2|3|1|35|2|2|2|2|0|70002.0|71389.0|73788.0|74463.0|72834.0|74190.0|3100.0|4204.0|2790.0|0.0|3043.0|2625.0
17596|310000.0|1|1|2|30|-2|-2|-2|-2|-2|1544.0|1648.0|1284.0|1088.0|892.0|-304.0|1300.0|1000.0|1000.0|1000.0|304.0|39544.0
1957|30000.0|1|3|2|23|0|0|0|0|0|29144.0|30419.0|30097.0|25887.0|25707.0|0.0|2033.0|1420.0|0.0|92.0|0.0|0.0
20603|210000.0|2|1|1|34|-1|-1|-1|-2|-2|2501.0|639.0|699.0|0.0|0.0|0.0|639.0|699.0|0.0|0.0|0.0|0.0
593|210000.0|2|1|2|31|0|0|0|0|0|10968.0|12480.0|16919.0|11775.0|13275.0|24901.0|2000.0|6016.0|1000.0|1500.0|13000.0|500.0
21415|140000.0|2|2|2|27|0|0|2|2|2|119692.0|91710.0|91744.0|70832.0|70768.0|71755.0|5000.0|8000.0|0.0|8000.0|3000.0|0.0
8395|30000.0|2|2|2|22|0|2|0|0|0|10094.0|14870.0|13329.0|7275.0|26804.0|29362.0|5300.0|0.0|607.0|20000.0|3000.0|0.0
2646|120000.0|2|1|2|33|0|0|0|0|0|18653.0|19844.0|20908.0|21560.0|22214.0|22845.0|1500.0|1400.0|1000.0|1000.0|1000.0|2000.0
12273|80000.0|2|2|2|44|0|0|0|0|0|75901.0|74911.0|72172.0|73674.0|73532.0|75192.0|3500.0|3205.0|3300.0|3000.0|3000.0|3300.0
20986|50000.0|1|2|1|29|2|0|0|0|2|23451.0|22781.0|24108.0|25203.0|26681.0|26117.0|0.0|2000.0|1800.0|2200.0|0.0|2250.0
28795|80000.0|1|3|1|45|0|2|0|0|0|8133.0|10978.0|10511.0|11529.0|12332.0|13128.0|3000.0|0.0|1200.0|1000.0|1000.0|1000.0
28462|210000.0|2|2|2|30|0|0|0|0|0|21780.0|20974.0|18652.0|13464.0|109722.0|105573.0|1325.0|1074.0|1000.0|99000.0|3745.0|4000.0
15027|30000.0|2|1|2|28|0|0|0|0|0|6359.0|7461.0|5172.0|5931.0|7665.0|9535.0|1230.0|1241.0|1000.0|2000.0|2000.0|0.0
9560|50000.0|1|2|2|23|-1|-1|0|0|-1|836.0|836.0|1616.0|780.0|390.0|540.0|836.0|1616.0|0.0|0.0|540.0|390.0
14438|500000.0|1|2|1|41|0|0|0|0|0|155820.0|171565.0|184782.0|152365.0|139757.0|153348.0|20000.0|20241.0|20154.0|20019.0|20151.0|20037.0
19212|200000.0|2|2|1|35|0|0|0|0|0|3773.0|7677.0|14704.0|8000.0|10285.0|16285.0|4000.0|7240.0|2000.0|2285.0|6000.0|1500.0
28838|250000.0|2|2|2|44|-1|-1|-1|-1|0|23438.0|0.0|3850.0|0.0|32690.0|37141.0|0.0|3850.0|0.0|32690.0|5000.0|5000.0
19754|50000.0|2|1|2|24|-2|-2|-2|-2|-2|220.0|220.0|677.0|1200.0|666.0|1480.0|220.0|677.0|1200.0|666.0|1480.0|3710.0
19568|30000.0|2|3|1|35|2|2|2|2|2|26088.0|27160.0|26444.0|28694.0|27936.0|29930.0|1800.0|0.0|3000.0|0.0|2600.0|0.0
21698|170000.0|2|1|2|27|-2|-2|-2|-1|2|6504.0|1046.0|0.0|0.0|910.0|382.0|1046.0|0.0|0.0|910.0|0.0|532.0
6560|80000.0|2|1|2|29|-2|-1|0|-1|-1|0.0|0.0|8061.0|8061.0|9390.0|4337.0|0.0|8061.0|0.0|9390.0|4500.0|0.0
17820|290000.0|1|1|2|27|0|0|0|0|0|246284.0|218441.0|176099.0|170282.0|166869.0|173273.0|10000.0|8000.0|6500.0|7000.0|10000.0|10000.0
2477|50000.0|1|3|2|23|0|-2|-2|-2|-2|4332.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
20962|30000.0|1|2|1|40|4|3|2|2|3|14557.0|14039.0|13528.0|13810.0|14488.0|13971.0|0.0|0.0|800.0|1200.0|0.0|0.0
18824|210000.0|2|2|1|34|0|0|0|2|0|4141.0|5347.0|25064.0|30684.0|29892.0|30516.0|1283.0|20000.0|6071.0|0.0|1107.0|1114.0
27080|160000.0|2|1|2|26|0|2|0|0|0|13122.0|14011.0|12276.0|7457.0|7267.0|5529.0|4000.0|1000.0|2000.0|2000.0|2000.0|500.0
14240|150000.0|2|1|2|35|-1|-1|-2|-2|-1|0.0|1070.0|-240.0|-240.0|-240.0|390.0|1070.0|0.0|0.0|0.0|1170.0|390.0
29505|220000.0|2|1|2|30|-1|-1|-1|-1|2|2731.0|3403.0|5990.0|7767.0|42731.0|33266.0|3403.0|5990.0|7767.0|40645.0|0.0|4622.0
24238|560000.0|1|2|1|36|-2|-2|-2|-2|-2|4286.0|3273.0|2300.0|4930.0|2043.0|1019.0|3282.0|2306.0|4930.0|2049.0|1019.0|2580.0
1611|430000.0|1|1|1|42|-2|-2|-2|-2|-2|11362.0|11461.0|5741.0|8897.0|1350.0|10184.0|11461.0|5745.0|8935.0|1350.0|10184.0|4190.0
27480|150000.0|2|1|2|25|0|0|2|0|0|78823.0|80514.0|87096.0|84806.0|85822.0|87504.0|3000.0|7900.0|0.0|3300.0|3200.0|3300.0
13051|500000.0|2|1|1|41|-1|-1|-1|-1|3|5094.0|5626.0|1715.0|-285.0|1715.0|1395.0|6000.0|1715.0|0.0|2000.0|0.0|0.0
19015|60000.0|1|3|1|49|0|0|0|0|0|44801.0|41545.0|40649.0|40843.0|40612.0|40656.0|3000.0|4506.0|2500.0|1800.0|4200.0|2500.0
15110|170000.0|2|2|1|42|-1|-1|-1|-1|-1|1085.0|326.0|326.0|326.0|326.0|326.0|326.0|326.0|326.0|326.0|326.0|326.0
24985|50000.0|2|2|1|38|-1|-1|-1|-1|-1|1121.0|-13.0|2254.0|1338.0|0.0|757.0|0.0|2267.0|1338.0|0.0|757.0|0.0
18498|30000.0|2|1|1|48|0|0|2|2|2|25265.0|26529.0|30090.0|28908.0|30472.0|29483.0|2000.0|4000.0|0.0|2400.0|0.0|1500.0
29642|500000.0|1|2|1|33|0|0|0|0|0|5322.0|5920.0|6061.0|7289.0|8313.0|6490.0|1125.0|1280.0|1791.0|1528.0|1512.0|1370.0
26097|100000.0|2|3|1|35|2|2|2|2|2|97002.0|102698.0|97997.0|103384.0|97266.0|101492.0|8200.0|0.0|8000.0|0.0|8600.0|0.0
19877|10000.0|1|3|2|23|0|0|0|0|0|7787.0|8412.0|9450.0|9414.0|5354.0|5275.0|1299.0|1337.0|1081.0|191.0|375.0|0.0
22434|20000.0|1|1|2|23|0|0|0|0|0|8693.0|10045.0|11776.0|11776.0|10886.0|-1000.0|1500.0|2000.0|0.0|0.0|0.0|0.0
27199|30000.0|2|5|1|53|0|0|0|0|0|28191.0|27166.0|17769.0|18107.0|18541.0|4770.0|1600.0|1300.0|1000.0|1200.0|2000.0|1000.0
23684|180000.0|1|2|2|43|0|0|0|0|0|164222.0|169073.0|171820.0|160018.0|164717.0|151235.0|7500.0|5900.0|6000.0|7000.0|7000.0|5000.0
26105|90000.0|2|3|1|44|-1|-1|-1|-1|-1|1473.0|1473.0|1473.0|1473.0|1473.0|1473.0|1473.0|1473.0|1473.0|1473.0|1473.0|34619.0
6876|50000.0|2|2|1|44|0|0|0|0|0|27321.0|24726.0|22581.0|20192.0|18813.0|17328.0|1415.0|1500.0|700.0|700.0|629.0|488.0
16398|20000.0|1|2|2|51|-1|-2|-1|-1|-2|780.0|0.0|-1500.0|780.0|0.0|0.0|0.0|0.0|2280.0|0.0|0.0|0.0
14055|60000.0|1|2|2|26|2|0|0|0|0|61014.0|59473.0|56912.0|47513.0|42945.0|45648.0|0.0|2100.0|1500.0|1700.0|3500.0|1341.0
24835|340000.0|1|1|2|31|0|0|0|0|0|85292.0|66486.0|62918.0|53322.0|50180.0|57000.0|17241.0|16000.0|13322.0|10005.0|9081.0|9080.0
17621|320000.0|2|1|2|29|0|0|0|0|0|42596.0|43548.0|33674.0|34259.0|62546.0|106857.0|1955.0|2020.0|1605.0|30039.0|65000.0|5000.0
16430|210000.0|2|3|1|53|0|2|0|0|0|88680.0|86225.0|84144.0|86894.0|88779.0|90641.0|7350.0|0.0|4000.0|3153.0|3268.0|3202.0
23226|110000.0|1|2|2|29|0|-2|-2|-2|-2|41300.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
21114|90000.0|2|3|1|25|-1|-1|-1|0|-1|3363.0|174.0|1473.0|390.0|390.0|780.0|174.0|1473.0|780.0|0.0|780.0|0.0
15900|290000.0|1|1|3|55|0|2|0|0|0|7970.0|10320.0|10005.0|10838.0|11663.0|13301.0|2482.0|0.0|1000.0|1000.0|2000.0|2000.0
27243|30000.0|2|1|2|44|2|0|-1|0|0|39347.0|34702.0|34822.0|15722.0|16467.0|17537.0|1200.0|1000.0|18000.0|1000.0|1500.0|1000.0
25544|150000.0|2|2|1|31|0|0|0|0|0|101425.0|104014.0|108229.0|109374.0|111279.0|125353.0|3872.0|5500.0|4005.0|3241.0|15500.0|4000.0
22161|20000.0|1|1|2|25|-2|-2|-2|-2|-2|85.0|1347.0|3969.0|1855.0|3569.0|3823.0|1377.0|4122.0|1865.0|3611.0|3823.0|19386.0
12060|160000.0|2|1|1|36|-1|0|-1|-1|-1|1714.0|2845.0|3342.0|171.0|1770.0|837.0|2845.0|1000.0|171.0|1770.0|837.0|299.0
15290|200000.0|1|1|2|30|-1|0|0|-1|-1|1528.0|4179.0|1689.0|1851.0|34808.0|-30895.0|4191.0|1200.0|1893.0|42804.0|10.0|85820.0
4848|140000.0|2|3|1|47|5|4|3|2|0|151790.0|147998.0|144280.0|139701.0|90756.0|92935.0|0.0|0.0|0.0|0.0|3000.0|2000.0
7321|80000.0|1|3|2|43|6|5|4|3|2|81071.0|79283.0|76767.0|75393.0|74731.0|23207.0|0.0|0.0|0.0|0.0|0.0|2000.0
