CUSTOMER_ID|LIMIT_BAL|SEX|EDUCATION|MARRIAGE|AGE|PAY_3|PAY_4|PAY_5|PAY_6|BILL_AMT2|BILL_AMT3|BILL_AMT4|BILL_AMT5|BILL_AMT6|PAY_AMT2|PAY_AMT3|PAY_AMT4|PAY_AMT5|PAY_AMT6
9136|230000.0|2|2|2|51|0|0|0|0|226037.0|213682.0|219016.0|172407.0|163690.0|10000.0|10000.0|10000.0|10000.0|10000.0
26746|240000.0|2|2|1|47|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2356|20000.0|1|3|1|45|2|2|0|0|18243.0|18849.0|17724.0|17524.0|0.0|1200.0|0.0|0.0|0.0|0.0
1431|300000.0|1|2|1|41|0|0|0|0|140472.0|96234.0|64482.0|100558.0|76056.0|5000.0|3000.0|95000.0|4000.0|3500.0
27075|300000.0|2|1|2|40|2|2|2|2|4903.0|4679.0|6596.0|6344.0|9067.0|0.0|2000.0|0.0|3000.0|0.0
5288|350000.0|2|2|1|43|-2|-2|-2|-1|3027.0|2448.0|4590.0|0.0|430.0|2460.0|4616.0|0.0|430.0|430.0
27351|80000.0|1|1|2|26|0|0|0|0|83593.0|72883.0|67337.0|60807.0|59088.0|2727.0|3170.0|1940.0|2200.0|1700.0
2570|210000.0|1|2|1|47|-1|-2|-2|-2|296.0|-204.0|-204.0|-204.0|-204.0|0.0|0.0|0.0|0.0|0.0
7514|300000.0|1|1|1|37|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
26534|80000.0|2|2|2|25|0|0|0|0|5024.0|5589.0|6094.0|45342.0|45877.0|1100.0|1000.0|40000.0|1700.0|1700.0
7148|140000.0|2|3|1|52|0|0|0|0|70841.0|61422.0|52576.0|51301.0|48202.0|2200.0|2400.0|2000.0|2050.0|2150.0
6672|20000.0|1|2|1|38|0|0|2|0|7736.0|8745.0|9394.0|9101.0|9282.0|1296.0|945.0|0.0|481.0|829.0
2133|100000.0|1|1|2|24|0|0|0|0|34920.0|36030.0|37173.0|35875.0|36263.0|1673.0|1816.0|1213.0|1248.0|1212.0
27932|60000.0|1|2|2|28|2|0|0|0|62197.0|59892.0|60228.0|57969.0|55220.0|0.0|3000.0|3000.0|3000.0|23000.0
28|230000.0|2|2|2|23|-1|-1|-1|-1|6179.0|1502.0|708.0|2882.0|1939.0|1502.0|708.0|2896.0|1939.0|365.0
22933|20000.0|2|1|2|22|2|0|0|-1|10377.0|5529.0|4482.0|0.0|2030.0|0.0|0.0|1449.0|2030.0|1280.0
22117|50000.0|1|1|2|39|0|2|0|0|38730.0|50694.0|49483.0|17299.0|17959.0|13000.0|0.0|1000.0|1000.0|2000.0
1853|500000.0|2|1|1|40|0|0|0|0|80648.0|110704.0|99984.0|71135.0|56594.0|35000.0|10000.0|10000.0|2430.0|10000.0
7923|230000.0|2|2|1|44|-1|-1|0|-1|1000.0|1685.0|3207.0|1941.0|329.0|1685.0|3207.0|0.0|329.0|2208.0
24656|170000.0|1|1|1|39|-2|-2|-2|-2|0.0|905.0|0.0|0.0|0.0|905.0|0.0|0.0|0.0|0.0
12731|110000.0|1|2|2|42|2|2|0|0|57376.0|57876.0|56309.0|58359.0|109312.0|2000.0|0.0|2800.0|54000.0|0.0
27007|240000.0|2|2|1|40|-1|-1|-1|-1|390.0|390.0|390.0|232.0|540.0|390.0|390.0|232.0|698.0|390.0
12209|420000.0|2|1|1|42|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
19935|30000.0|1|2|1|31|0|-1|-1|-2|7206.0|0.0|2320.0|0.0|0.0|780.0|2320.0|0.0|0.0|0.0
24160|140000.0|2|2|2|26|0|0|0|2|128760.0|118310.0|120719.0|126470.0|124342.0|5756.0|5868.0|9275.0|0.0|4712.0
23616|50000.0|1|2|2|23|0|0|0|0|48456.0|44116.0|21247.0|20066.0|18858.0|2254.0|2004.0|704.0|707.0|1004.0
28096|20000.0|2|3|2|49|2|0|-1|-1|11352.0|10198.0|10400.0|1150.0|0.0|0.0|600.0|1150.0|0.0|0.0
26712|430000.0|2|1|1|37|-1|-1|-1|-1|412.0|23547.0|5064.0|13258.0|2249.0|23547.0|5064.0|13258.0|2249.0|3686.0
2548|50000.0|1|2|2|25|0|0|0|0|38971.0|34836.0|18488.0|19716.0|17932.0|1660.0|1272.0|1500.0|644.0|704.0
11025|170000.0|1|2|2|41|0|0|0|0|122372.0|66038.0|67934.0|69834.0|71668.0|3000.0|3000.0|3000.0|3000.0|3000.0
11180|130000.0|1|2|2|32|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
9023|260000.0|2|1|2|29|-2|-2|-1|-1|1476.0|1476.0|1476.0|20976.0|1476.0|1476.0|1476.0|20976.0|1476.0|1476.0
2015|250000.0|2|2|1|25|0|0|0|0|26456.0|24196.0|22408.0|20610.0|17978.0|1790.0|1250.0|700.0|644.0|1000.0
23630|70000.0|2|1|1|25|0|0|0|-1|66987.0|58055.0|44593.0|-1380.0|48757.0|2213.0|1565.0|0.0|50137.0|1800.0
24355|200000.0|2|2|2|26|0|0|0|0|26643.0|23524.0|23788.0|26089.0|25908.0|3000.0|3000.0|4092.0|1000.0|3000.0
8217|50000.0|2|3|1|27|-2|-1|-1|-1|570.0|180.0|2672.0|3101.0|5465.0|0.0|2672.0|3101.0|5465.0|0.0
9243|50000.0|2|1|2|26|-2|-1|0|0|0.0|0.0|6954.0|7361.0|6957.0|0.0|6954.0|500.0|1000.0|500.0
23847|60000.0|1|2|2|26|2|0|-1|2|1653.0|392.0|502.0|962.0|422.0|0.0|500.0|1000.0|0.0|20417.0
20145|240000.0|2|1|2|37|-2|-2|-2|-2|31187.0|1280.0|7623.0|0.0|11353.0|1280.0|7643.0|0.0|11353.0|2576.0
6151|410000.0|2|1|1|34|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3996.0
10608|20000.0|2|1|2|23|2|2|2|2|12759.0|12459.0|12957.0|13104.0|12744.0|200.0|1000.0|500.0|0.0|1000.0
29448|130000.0|2|3|1|28|0|0|0|0|28037.0|37414.0|42816.0|43089.0|37101.0|15430.0|12015.0|8020.0|1060.0|5017.0
17051|130000.0|2|1|1|55|0|0|0|0|128064.0|131524.0|46445.0|44973.0|45578.0|5946.0|1620.0|1623.0|1659.0|1749.0
24316|350000.0|2|2|1|38|0|0|0|0|79927.0|76057.0|65139.0|56984.0|55038.0|6000.0|5000.0|3000.0|6000.0|5000.0
25825|50000.0|2|3|1|35|-1|-2|-2|-2|5000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|640.0
27989|20000.0|1|2|2|40|0|0|0|-2|47961.0|49562.0|4410.0|0.0|0.0|2420.0|88.0|0.0|0.0|0.0
20844|420000.0|2|1|2|27|-1|-1|0|0|5402.0|1237.0|24712.0|11912.0|12647.0|1237.0|24712.0|0.0|2647.0|22019.0
17377|50000.0|2|2|1|32|0|0|0|0|45005.0|43448.0|15075.0|16534.0|16809.0|1500.0|700.0|1700.0|700.0|623.0
18609|10000.0|1|2|1|44|-1|-1|-1|-2|390.0|0.0|780.0|0.0|0.0|0.0|780.0|0.0|0.0|0.0
27502|250000.0|1|2|2|45|0|0|0|0|241605.0|240337.0|242803.0|240521.0|245310.0|9007.0|9031.0|9000.0|10011.0|9008.0
20768|20000.0|1|2|2|26|2|2|2|3|31741.0|30013.0|25938.0|28447.0|24288.0|2600.0|0.0|6500.0|0.0|0.0
19080|250000.0|2|3|1|44|0|0|0|0|165081.0|169492.0|172936.0|136182.0|139362.0|7037.0|6358.0|4918.0|5420.0|4466.0
21682|500000.0|2|1|2|26|0|0|0|0|35863.0|37860.0|42572.0|47200.0|59843.0|27878.0|22572.0|17200.0|19843.0|96632.0
28641|20000.0|2|1|2|31|-1|-1|-1|-1|416.0|0.0|416.0|416.0|416.0|416.0|832.0|416.0|416.0|416.0
18799|200000.0|2|1|2|30|2|2|2|2|194924.0|75635.0|94454.0|60875.0|41221.0|10.0|32000.0|0.0|3000.0|0.0
8682|390000.0|2|1|2|26|-1|0|0|0|1248.0|199466.0|200701.0|210885.0|213137.0|201925.0|6195.0|30000.0|8000.0|8000.0
5407|50000.0|2|1|1|41|0|0|0|0|47481.0|47066.0|44367.0|27496.0|27677.0|1817.0|2000.0|1500.0|1001.0|1010.0
6342|130000.0|1|3|2|45|-1|0|-1|-1|11800.0|2522.0|1261.0|390.0|390.0|2522.0|0.0|390.0|390.0|390.0
5721|50000.0|1|1|2|34|0|0|0|0|13974.0|7891.0|4600.0|5554.0|5481.0|2004.0|1000.0|1008.0|1400.0|600.0
25088|80000.0|1|2|2|28|0|0|2|0|49964.0|49965.0|50142.0|46888.0|47592.0|2123.0|4300.0|0.0|2800.0|3000.0
21842|50000.0|1|2|2|26|0|0|0|0|43914.0|38734.0|23152.0|19860.0|19486.0|1549.0|1611.0|800.0|802.0|760.0
18134|130000.0|1|2|2|29|-1|-1|-1|0|1198.0|101424.0|-1175.0|111715.0|52337.0|101726.0|1228.0|114488.0|2000.0|2007.0
28946|30000.0|1|3|2|56|0|0|0|0|33720.0|32779.0|31557.0|30094.0|27223.0|1580.0|1358.0|895.0|1217.0|1022.0
24006|280000.0|1|2|1|39|0|0|0|0|131955.0|134910.0|139280.0|139188.0|271388.0|5000.0|6585.0|6409.0|6046.0|3053.0
6569|340000.0|2|2|1|47|-1|-1|-1|-1|892.0|5221.0|7627.0|580.0|999.0|5269.0|8193.0|596.0|999.0|176340.0
5732|240000.0|1|1|1|35|-1|-1|-1|0|6315.0|37046.0|0.0|1894.0|1894.0|37046.0|0.0|1894.0|0.0|0.0
13392|150000.0|2|1|2|28|2|-1|-1|2|2468.0|1159.0|1159.0|11476.0|10249.0|0.0|1159.0|11476.0|0.0|2034.0
18190|80000.0|2|5|1|23|-1|0|0|0|0.0|31432.0|24455.0|26920.0|0.0|31432.0|3000.0|3000.0|0.0|0.0
11977|220000.0|2|2|1|33|-2|-2|-2|-2|8300.0|1590.0|1341.0|8171.0|14253.0|1590.0|1341.0|8171.0|14253.0|3513.0
26820|50000.0|1|1|2|27|-2|-2|-2|-2|-2900.0|-2900.0|-2900.0|-2900.0|-2900.0|0.0|0.0|0.0|0.0|0.0
9044|180000.0|1|1|2|30|-2|-2|-1|-1|-698.0|-193.0|-688.0|817.0|1157.0|1000.0|0.0|2000.0|1000.0|2000.0
12862|210000.0|2|1|2|32|-2|-2|-1|0|2800.0|1400.0|1400.0|27100.0|25644.0|1400.0|0.0|27100.0|1543.0|75000.0
21039|30000.0|1|2|2|52|0|0|0|0|28682.0|29058.0|29320.0|29787.0|27599.0|1803.0|1733.0|1200.0|1200.0|2000.0
25204|30000.0|2|2|2|46|0|0|0|0|60079.0|26882.0|27570.0|28075.0|29065.0|1500.0|1135.0|1100.0|1455.0|775.0
20457|50000.0|2|2|2|49|-1|-1|-1|0|37799.0|3.0|18080.0|12227.0|13296.0|1000.0|19000.0|12500.0|2000.0|2000.0
29163|80000.0|1|1|1|33|0|0|0|0|71643.0|49481.0|38427.0|34683.0|159.0|1508.0|1500.0|1600.0|279.0|0.0
8101|370000.0|2|1|2|30|-1|-1|0|0|19254.0|342.0|18295.0|14386.0|11961.0|432.0|19584.0|0.0|0.0|1569.0
18934|50000.0|1|2|1|25|0|0|0|0|27699.0|28513.0|29341.0|29928.0|29533.0|1565.0|1393.0|980.0|994.0|1024.0
26880|80000.0|1|1|2|26|-1|-1|-1|-1|945.0|1096.0|162.0|6600.0|1780.0|1096.0|163.0|6600.0|1780.0|0.0
14513|70000.0|2|2|1|23|0|0|0|0|44336.0|35757.0|27906.0|25731.0|21430.0|21000.0|2000.0|687.0|1500.0|2000.0
9907|200000.0|1|1|2|40|0|0|0|0|68994.0|70825.0|73902.0|74943.0|76996.0|3300.0|4000.0|2600.0|3000.0|3000.0
17935|30000.0|2|2|1|22|0|0|0|0|27718.0|28067.0|28334.0|28984.0|14769.0|1500.0|1000.0|800.0|728.0|1000.0
21346|150000.0|2|2|1|36|0|2|0|0|87227.0|96253.0|93562.0|96510.0|63417.0|11700.0|0.0|5000.0|2500.0|5000.0
5276|450000.0|2|2|1|41|0|-1|-1|-1|28114.0|19758.0|12518.0|18328.0|14879.0|1424.0|12518.0|18328.0|14879.0|34744.0
25211|20000.0|1|3|1|47|2|2|2|0|17196.0|17418.0|17608.0|17187.0|17528.0|800.0|770.0|0.0|776.0|549.0
21913|160000.0|1|1|1|40|-1|-1|-2|-2|1000.0|1000.0|0.0|0.0|0.0|1000.0|0.0|0.0|0.0|720.0
24516|450000.0|2|1|1|33|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
23706|50000.0|2|2|2|31|0|0|0|2|22741.0|23867.0|25464.0|27348.0|26774.0|1500.0|2000.0|2620.0|0.0|1164.0
28001|500000.0|2|1|2|35|-2|-2|-2|-2|-73.0|-73.0|-73.0|-73.0|-73.0|0.0|0.0|0.0|0.0|0.0
121|60000.0|2|3|2|23|0|0|0|0|60100.0|58795.0|47818.0|28357.0|29309.0|2148.0|3049.0|3000.0|3002.0|1021.0
19592|30000.0|1|2|2|37|2|7|7|7|2379.0|2379.0|2379.0|2379.0|2379.0|0.0|0.0|0.0|0.0|0.0
28203|50000.0|1|2|2|26|0|0|0|0|26697.0|28222.0|27180.0|27979.0|28926.0|2000.0|2000.0|1500.0|1500.0|1000.0
21147|310000.0|2|1|2|26|0|0|0|0|28286.0|29427.0|29548.0|29839.0|30532.0|1600.0|1607.0|898.0|1000.0|918.0
14259|20000.0|2|3|2|47|0|0|0|0|15735.0|18164.0|19143.0|20143.0|20446.0|3000.0|1600.0|1600.0|1800.0|1000.0
18804|200000.0|1|1|2|32|0|-2|-2|-2|32061.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
13433|330000.0|2|2|2|27|0|0|0|0|230471.0|233421.0|201240.0|186444.0|158521.0|11012.0|6548.0|6497.0|6037.0|5141.0
2438|20000.0|2|2|1|32|0|0|2|2|15431.0|16176.0|18204.0|17614.0|18826.0|1300.0|2300.0|0.0|1500.0|0.0
3852|470000.0|1|2|2|35|0|-1|-1|-2|204078.0|78325.0|119866.0|-6187.0|-8822.0|4177.0|126307.0|36.0|26.0|27232.0
2191|520000.0|1|1|2|29|0|0|0|0|388685.0|280101.0|184081.0|108330.0|89199.0|10423.0|7215.0|4012.0|3017.0|3028.0
25073|50000.0|2|2|1|25|0|-1|-1|-1|6583.0|3243.0|1691.0|-1889.0|2720.0|1000.0|1700.0|0.0|5679.0|1600.0
11105|80000.0|2|2|2|23|-1|2|0|-1|75061.0|3647.0|2173.0|390.0|780.0|3647.0|0.0|0.0|780.0|0.0
1291|20000.0|1|2|1|49|0|0|0|-2|10535.0|10720.0|10120.0|0.0|0.0|1508.0|1000.0|0.0|0.0|0.0
1594|110000.0|2|2|1|27|2|0|0|0|111679.0|108455.0|109392.0|78524.0|75745.0|0.0|4012.0|3120.0|2800.0|3000.0
26909|50000.0|1|3|1|37|2|0|0|0|31130.0|30308.0|28902.0|29215.0|28963.0|0.0|1016.0|1046.0|1129.0|869.0
25928|80000.0|1|2|1|42|0|0|0|0|77960.0|79804.0|75299.0|76933.0|78953.0|3200.0|3000.0|3400.0|3300.0|3500.0
21808|240000.0|2|1|2|29|2|-2|-2|-2|3126.0|626.0|626.0|776.0|783.0|626.0|626.0|776.0|783.0|1252.0
2162|50000.0|1|1|2|24|-2|-2|-2|-1|0.0|0.0|0.0|0.0|181.0|0.0|0.0|0.0|181.0|1685.0
24548|50000.0|2|2|2|26|0|0|0|0|32952.0|22289.0|22752.0|9325.0|9270.0|1537.0|1000.0|187.0|185.0|0.0
1810|50000.0|2|3|2|28|0|0|0|0|54397.0|55328.0|42511.0|31032.0|34510.0|2000.0|2000.0|5000.0|4000.0|3000.0
281|280000.0|1|2|2|38|2|0|0|0|170775.0|166749.0|168739.0|166757.0|161777.0|5.0|5858.0|5741.0|5608.0|5712.0
13038|180000.0|2|2|2|34|0|0|0|0|18630.0|19126.0|12939.0|6939.0|3439.0|2000.0|1042.0|0.0|0.0|191.0
8254|20000.0|1|2|1|61|3|2|2|4|18040.0|17471.0|16893.0|21318.0|20412.0|0.0|0.0|4726.0|0.0|0.0
12879|200000.0|2|1|2|30|0|0|2|0|92567.0|96064.0|103511.0|100951.0|103364.0|5000.0|9054.0|0.0|4200.0|4000.0
7037|500000.0|1|1|2|29|-1|-1|-1|-1|7934.0|635.0|12416.0|4022.0|259.0|637.0|12553.0|4070.0|259.0|11675.0
26042|50000.0|1|3|1|54|0|0|0|2|38387.0|39589.0|19533.0|20535.0|19690.0|1973.0|1307.0|1699.0|0.0|705.0
17887|20000.0|1|3|1|27|2|0|0|-2|20757.0|19200.0|20000.0|0.0|0.0|0.0|1000.0|0.0|0.0|0.0
8685|420000.0|1|1|1|34|0|0|-2|-2|9944.0|3254.0|-16.0|-16.0|-16.0|3016.0|0.0|0.0|0.0|3262.0
13240|360000.0|2|3|1|43|-1|-1|-2|-2|0.0|2050.0|754.0|0.0|0.0|2050.0|754.0|0.0|0.0|1738.0
15380|290000.0|2|1|2|37|-1|-1|-1|-1|0.0|3155.0|0.0|2359.0|0.0|3155.0|0.0|2359.0|0.0|0.0
4564|20000.0|2|2|2|22|0|-1|-1|-2|3617.0|4165.0|6323.0|0.0|0.0|1000.0|10488.0|0.0|0.0|0.0
9009|500000.0|1|1|2|29|0|0|0|0|412023.0|445007.0|542653.0|483003.0|473944.0|40000.0|38000.0|20239.0|13750.0|13770.0
15436|360000.0|2|1|1|35|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
29590|230000.0|2|1|2|25|0|0|0|0|54454.0|53457.0|55128.0|52788.0|53671.0|2000.0|2500.0|2500.0|2000.0|2000.0
11807|230000.0|1|1|2|42|-2|-2|-2|-2|380.0|380.0|380.0|380.0|380.0|380.0|380.0|380.0|380.0|380.0
8680|50000.0|1|2|2|24|0|0|0|0|8264.0|9273.0|9609.0|9657.0|9927.0|1153.0|489.0|351.0|431.0|198.0
11297|270000.0|2|1|2|27|-1|0|0|0|363.0|14770.0|14367.0|14388.0|47441.0|14841.0|1200.0|1288.0|41437.0|1335.0
26235|220000.0|1|1|2|29|0|0|0|0|25916.0|24998.0|23965.0|23865.0|23667.0|1417.0|1333.0|731.0|1019.0|1045.0
24022|310000.0|2|3|1|35|0|0|0|0|81138.0|87523.0|77902.0|82165.0|97298.0|18088.0|5500.0|6300.0|17300.0|25500.0
11322|50000.0|2|2|2|24|0|0|0|0|17824.0|17615.0|17956.0|18091.0|18259.0|5869.0|1000.0|795.0|1000.0|1000.0
4424|20000.0|1|2|2|28|2|2|2|2|12272.0|14255.0|13729.0|14706.0|14320.0|2500.0|0.0|1200.0|0.0|1500.0
23702|100000.0|1|2|1|46|2|0|0|0|18219.0|17629.0|18036.0|18446.0|18840.0|0.0|700.0|700.0|700.0|800.0
20257|230000.0|2|2|2|23|2|2|2|2|5021.0|3579.0|31053.0|30334.0|38203.0|8.0|30334.0|0.0|8507.0|14.0
18577|500000.0|1|2|2|40|-1|-1|0|-1|97882.0|48017.0|49403.0|40018.0|54109.0|48276.0|49450.0|201.0|54379.0|9905.0
16601|30000.0|2|2|2|25|2|0|0|-1|32627.0|31827.0|32080.0|30890.0|990.0|0.0|1200.0|0.0|990.0|8721.0
13887|10000.0|2|2|2|32|0|0|0|0|9228.0|9821.0|9495.0|9469.0|10191.0|1300.0|350.0|500.0|1650.0|0.0
28668|130000.0|1|3|1|43|2|2|2|2|57428.0|58917.0|60352.0|61167.0|63042.0|3000.0|3000.0|2400.0|3000.0|2400.0
2074|50000.0|1|3|1|49|0|-2|-2|-2|51400.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
29700|20000.0|1|3|2|28|0|0|0|0|5419.0|6365.0|6608.0|7001.0|7233.0|1200.0|350.0|500.0|500.0|300.0
19013|100000.0|2|1|2|32|0|0|0|0|6120.0|104346.0|91025.0|91120.0|1777.0|100000.0|2017.0|1822.0|1777.0|7748.0
29920|50000.0|1|1|2|26|0|0|0|0|15329.0|16575.0|17496.0|17907.0|18375.0|1500.0|1500.0|1000.0|1000.0|1600.0
16530|360000.0|1|1|2|45|-1|-1|-1|-2|29646.0|9251.0|18860.0|-40.0|-40.0|9297.0|18954.0|0.0|0.0|0.0
18127|110000.0|2|2|1|48|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
29062|160000.0|1|2|1|55|-1|0|0|0|-64.0|140184.0|141992.0|143277.0|146438.0|140248.0|6600.0|5122.0|5464.0|5372.0
18588|80000.0|2|3|1|45|-2|-2|-2|-2|23699.0|2676.0|-4.0|-4.0|-4.0|22670.0|0.0|0.0|0.0|0.0
24993|50000.0|1|2|2|37|0|0|0|0|45746.0|47010.0|47277.0|17410.0|17002.0|2000.0|1267.0|1000.0|620.0|1000.0
18613|220000.0|2|2|1|35|0|0|0|-1|227903.0|93311.0|67900.0|64150.0|6000.0|3600.0|3100.0|4000.0|6000.0|0.0
26620|60000.0|2|3|1|42|0|0|0|0|58364.0|59108.0|38827.0|39670.0|37503.0|2373.0|1324.0|1402.0|1460.0|1045.0
19280|50000.0|1|2|1|38|0|0|0|0|59011.0|56272.0|53663.0|51507.0|50616.0|2500.0|2000.0|2000.0|3200.0|2000.0
28681|210000.0|2|2|2|26|-1|-1|-1|-1|402.0|11305.0|1368.0|2684.0|1397.0|11401.0|1368.0|2684.0|1397.0|0.0
12125|210000.0|1|2|1|48|0|0|0|0|169351.0|163576.0|115854.0|111606.0|120885.0|7000.0|4000.0|5000.0|105015.0|4100.0
23274|260000.0|2|2|1|31|0|0|0|0|83083.0|85346.0|87620.0|89566.0|91502.0|3712.0|3800.0|3500.0|3400.0|3100.0
13898|290000.0|2|2|1|45|0|0|0|0|115830.0|76453.0|59734.0|61238.0|63089.0|4000.0|5500.0|2500.0|3000.0|3000.0
20039|200000.0|2|1|2|40|-2|-1|-1|-1|-433.0|-433.0|8567.0|17363.0|0.0|0.0|9000.0|17363.0|0.0|0.0
1614|130000.0|2|1|1|35|0|-1|-1|-1|117866.0|17740.0|1330.0|7095.0|1190.0|5000.0|1330.0|7095.0|1190.0|2090.0
18713|50000.0|1|2|3|51|0|0|0|0|65237.0|64426.0|18430.0|18020.0|17991.0|1565.0|641.0|648.0|654.0|649.0
28944|180000.0|2|1|1|40|0|0|-1|0|6614.0|6216.0|3622.0|4095.0|6596.0|3000.0|1622.0|4095.0|3000.0|2827.0
4392|50000.0|2|2|1|24|0|0|0|0|34922.0|37248.0|30640.0|16158.0|0.0|3000.0|1200.0|2000.0|0.0|0.0
23065|210000.0|2|1|2|31|-1|-1|0|0|6313.0|16488.0|12900.0|20108.0|18378.0|16560.0|13024.0|12541.0|7091.0|11414.0
20685|70000.0|1|3|1|50|0|0|0|0|70413.0|70004.0|38102.0|28931.0|29143.0|2220.0|28931.0|1000.0|1050.0|1052.0
17824|20000.0|1|2|2|25|0|0|0|-2|5548.0|7001.0|6695.0|0.0|0.0|2000.0|2000.0|0.0|3300.0|0.0
5648|340000.0|1|1|1|49|-1|-2|-1|2|1052.0|6730.0|1346.0|3684.0|745.0|7270.0|2000.0|4325.0|0.0|11271.0
14627|200000.0|2|1|1|38|-2|-1|2|-1|0.0|0.0|320.0|170.0|2865.0|0.0|329.0|0.0|2865.0|801.0
4926|200000.0|2|2|1|28|-1|-1|-1|-1|3174.0|0.0|3239.0|0.0|500.0|0.0|3239.0|0.0|500.0|0.0
24693|170000.0|2|2|1|51|-1|-1|-1|-1|2742.0|4592.0|3798.0|8717.0|4362.0|4592.0|3798.0|8774.0|4362.0|12114.0
8067|190000.0|2|3|1|54|-2|-2|-2|-2|-468.0|-1024.0|-1397.0|-1953.0|-825.0|0.0|1580.0|556.0|2047.0|7932.0
27589|80000.0|2|2|1|29|2|0|0|0|57022.0|55081.0|55350.0|55906.0|57538.0|0.0|2200.0|2028.0|3000.0|2200.0
2602|100000.0|2|1|2|28|-1|-1|-1|-1|712.0|712.0|712.0|862.0|712.0|712.0|712.0|862.0|712.0|1840.0
14903|80000.0|1|1|2|28|-1|0|-1|-1|1961.0|1646.0|3266.0|380.0|1951.0|1700.0|2000.0|380.0|1951.0|1900.0
