CUSTOMER_ID|LIMIT_BAL|SEX|EDUCATION|MARRIAGE|AGE|PAY_4|PAY_5|PAY_6|BILL_AMT3|BILL_AMT4|BILL_AMT5|BILL_AMT6|PAY_AMT3|PAY_AMT4|PAY_AMT5|PAY_AMT6
6649|340000.0|2|2|2|25|-2|-2|-2|466.0|-3.0|1292.0|586.0|0.0|649.0|1178.0|0.0
29846|300000.0|2|1|2|41|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
12483|110000.0|2|1|2|25|-1|0|0|1426.0|5660.0|5660.0|0.0|5660.0|0.0|0.0|0.0
16602|10000.0|1|2|1|42|2|2|2|8893.0|8928.0|9586.0|9294.0|334.0|801.0|0.0|1487.0
6618|110000.0|1|3|1|54|0|0|0|82407.0|70562.0|70982.0|71609.0|2666.0|2900.0|3100.0|2856.0
29177|190000.0|1|2|1|44|0|0|0|192896.0|116537.0|112086.0|108660.0|4100.0|4000.0|5000.0|7000.0
12894|10000.0|2|3|1|34|0|-1|-1|9024.0|6292.0|2530.0|6727.0|1012.0|2530.0|6727.0|56.0
12510|100000.0|1|2|1|33|0|0|0|69202.0|70153.0|71468.0|72930.0|2700.0|2600.0|2650.0|2800.0
27592|260000.0|2|1|1|32|-2|-1|-1|0.0|0.0|238.0|0.0|0.0|238.0|0.0|0.0
1234|170000.0|1|2|2|31|0|0|2|160847.0|87399.0|74761.0|67855.0|3046.0|5000.0|0.0|10000.0
9882|60000.0|1|2|2|25|0|0|0|58583.0|28301.0|29301.0|14400.0|600.0|1000.0|300.0|28154.0
4464|120000.0|2|2|1|25|2|0|0|20805.0|18271.0|18128.0|16405.0|0.0|961.0|2000.0|2056.0
25826|200000.0|2|2|1|42|-1|-1|-1|2521.0|6934.0|2255.0|3021.0|6935.0|2255.0|3021.0|0.0
13295|360000.0|2|1|2|29|0|0|0|9118.0|19183.0|36842.0|10621.0|11000.0|30000.0|428.0|3166.0
28960|130000.0|1|2|1|43|-1|0|0|0.0|96963.0|99004.0|101833.0|96963.0|3554.0|4435.0|3304.0
20359|70000.0|2|2|2|33|0|0|2|16318.0|17048.0|18772.0|18320.0|1000.0|2000.0|0.0|1000.0
13075|270000.0|2|2|2|30|0|0|0|225836.0|219426.0|210514.0|180129.0|7000.0|10000.0|7000.0|10000.0
22588|200000.0|1|1|1|53|-2|-1|-1|0.0|0.0|1000.0|0.0|0.0|1000.0|0.0|0.0
17587|120000.0|2|2|2|30|-2|-2|-2|7817.0|416.0|270.0|0.0|416.0|270.0|0.0|0.0
8842|70000.0|2|3|1|42|0|0|0|11179.0|8688.0|8295.0|10147.0|295.0|1000.0|2000.0|1000.0
14816|20000.0|1|2|2|24|2|2|2|16715.0|18327.0|17735.0|19446.0|2200.0|0.0|2000.0|0.0
14061|220000.0|2|2|1|33|-1|-1|2|-1350.0|18150.0|350.0|200.0|20000.0|350.0|0.0|16115.0
23957|180000.0|2|2|2|38|0|0|0|182709.0|149997.0|142612.0|140493.0|5490.0|5156.0|5232.0|6288.0
6099|10000.0|1|2|1|26|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
25678|30000.0|2|1|2|27|0|0|0|25650.0|26222.0|26800.0|27554.0|1000.0|1000.0|1200.0|4271.0
8183|440000.0|2|2|2|29|0|0|0|214092.0|201210.0|186455.0|169455.0|8000.0|6000.0|16000.0|4000.0
22043|40000.0|1|1|2|28|0|0|0|24501.0|15143.0|15731.0|9728.0|1580.0|2500.0|1500.0|33000.0
3870|50000.0|2|2|1|42|2|0|0|24574.0|24348.0|16130.0|16467.0|516.0|566.0|585.0|608.0
2239|80000.0|1|2|2|39|0|0|0|47950.0|48869.0|49445.0|49979.0|2001.0|2001.0|2000.0|1782.0
16892|60000.0|2|2|1|27|0|2|0|11545.0|12928.0|12581.0|10787.0|2000.0|0.0|270.0|1000.0
29025|200000.0|2|2|1|29|-1|-1|-1|900.0|900.0|900.0|900.0|900.0|900.0|900.0|900.0
28820|130000.0|2|3|2|37|0|0|0|33328.0|34310.0|35059.0|44458.0|1541.0|1290.0|10000.0|1958.0
26922|30000.0|2|2|1|22|-1|0|0|5254.0|15570.0|10117.0|1875.0|15587.0|325.0|0.0|1400.0
17535|120000.0|1|2|1|40|0|0|0|117684.0|117344.0|58800.0|0.0|2543.0|1176.0|0.0|0.0
13399|20000.0|1|2|2|30|3|2|2|20581.0|19860.0|19690.0|1735.0|0.0|0.0|500.0|0.0
26311|20000.0|1|3|1|52|-1|-1|-1|780.0|780.0|780.0|390.0|780.0|780.0|390.0|780.0
22424|250000.0|1|2|2|28|-2|-2|-2|186394.0|9458.0|6620.0|10040.0|9467.0|6620.0|10040.0|8960.0
27553|140000.0|1|1|1|50|0|0|0|89365.0|91005.0|94651.0|97132.0|3618.0|5481.0|5000.0|5000.0
4204|120000.0|1|2|2|36|-1|-1|-1|396.0|392.0|396.0|396.0|392.0|400.0|396.0|942.0
17735|30000.0|2|1|2|26|-1|-1|-1|1152.0|780.0|2678.0|1225.0|780.0|2678.0|1544.0|1588.0
5092|50000.0|2|3|1|45|0|0|0|49302.0|16522.0|15175.0|16371.0|1318.0|700.0|1600.0|600.0
26840|300000.0|1|1|1|33|-1|-1|-2|0.0|320.0|0.0|0.0|320.0|0.0|0.0|0.0
27402|20000.0|1|2|1|37|-1|-2|-1|19400.0|0.0|0.0|17666.0|0.0|0.0|17666.0|0.0
5089|500000.0|2|1|2|33|-2|-2|-2|8050.0|8234.0|835.0|87878.0|8234.0|835.0|87878.0|5000.0
4583|70000.0|2|3|2|60|0|0|0|12117.0|13125.0|13407.0|13692.0|1218.0|500.0|500.0|543.0
17393|400000.0|1|1|1|54|-2|-2|-2|-25.0|4895.0|48976.0|15319.0|4920.0|49221.0|15395.0|0.0
20383|260000.0|1|2|1|53|-2|-2|-2|-1.0|-1.0|-1.0|-1.0|0.0|0.0|0.0|0.0
4669|130000.0|2|3|1|37|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
18330|20000.0|1|2|2|48|0|0|0|10167.0|10695.0|11365.0|12170.0|1000.0|1000.0|1000.0|1000.0
7646|50000.0|2|3|2|46|0|0|0|8770.0|7251.0|15948.0|8838.0|1500.0|1000.0|1000.0|1000.0
5428|80000.0|1|2|1|43|0|0|0|40350.0|38812.0|33459.0|31650.0|1491.0|3459.0|1650.0|9028.0
7598|230000.0|2|3|1|49|0|0|0|162143.0|165345.0|151047.0|147564.0|7000.0|10000.0|10000.0|8000.0
3518|20000.0|2|3|1|36|2|-1|-1|1252.0|626.0|626.0|776.0|0.0|626.0|776.0|626.0
13302|120000.0|1|1|2|31|2|0|0|32451.0|31630.0|34115.0|36551.0|0.0|3000.0|3000.0|4000.0
12967|60000.0|2|2|2|24|-1|-2|-2|1668.0|844.0|200.0|2930.0|844.0|1044.0|2930.0|3783.0
5344|110000.0|2|1|1|28|0|0|2|111125.0|106828.0|84729.0|82910.0|4316.0|11190.0|0.0|3000.0
8741|50000.0|1|3|2|34|-2|-2|-2|19313.0|19304.0|19725.0|5770.0|419.0|455.0|115.0|19627.0
28144|230000.0|1|1|2|29|-2|-2|-2|2234.0|-1.0|-1.0|-1.0|0.0|0.0|0.0|279.0
18998|70000.0|2|2|2|26|0|0|0|28401.0|22587.0|24361.0|25424.0|3000.0|3000.0|1500.0|1008.0
24233|80000.0|2|2|1|28|0|0|0|78410.0|55417.0|50733.0|50441.0|3311.0|50441.0|1800.0|2100.0
2592|170000.0|2|2|2|33|-1|-2|-2|2986.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
28684|160000.0|1|2|1|43|-1|0|0|997.0|1798.0|800.0|0.0|1804.0|202.0|0.0|50000.0
25838|120000.0|1|1|2|27|0|0|0|94478.0|74807.0|76952.0|0.0|3200.0|3500.0|3000.0|77233.0
15792|240000.0|1|1|2|30|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
8683|180000.0|1|2|1|37|0|-2|-2|184389.0|-261.0|-261.0|-261.0|174.0|0.0|0.0|0.0
20126|250000.0|1|1|1|36|-1|0|0|1400.0|79181.0|29172.0|14816.0|79181.0|10000.0|0.0|4176.0
23399|50000.0|2|1|2|27|2|2|2|34370.0|34806.0|35433.0|36216.0|1300.0|1500.0|1500.0|1500.0
17988|160000.0|1|1|2|25|0|0|0|89120.0|88854.0|84598.0|86309.0|3096.0|3100.0|4000.0|5000.0
27512|140000.0|1|1|2|29|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
8561|100000.0|1|1|2|34|2|2|2|24246.0|26839.0|26109.0|27686.0|3000.0|0.0|2000.0|0.0
18756|310000.0|2|1|1|47|-2|-2|-2|5781.0|7754.0|12315.0|14099.0|4000.0|5000.0|5000.0|5000.0
13303|170000.0|1|1|1|40|0|0|0|168142.0|169821.0|173014.0|163570.0|6301.0|6517.0|6035.0|6435.0
5426|170000.0|2|1|2|29|0|0|0|81703.0|66496.0|36000.0|25167.0|4710.0|1500.0|1000.0|1000.0
13117|230000.0|2|2|2|24|0|0|0|25566.0|23427.0|28229.0|31355.0|2100.0|5229.0|3355.0|4598.0
22850|390000.0|2|1|2|27|-1|-1|0|6757.0|0.0|3339.0|3339.0|0.0|3339.0|0.0|0.0
29543|20000.0|1|1|2|28|-2|-1|0|0.0|0.0|12723.0|30000.0|0.0|12723.0|18000.0|32200.0
22098|100000.0|1|2|2|35|0|0|0|69674.0|71097.0|72913.0|74738.0|2582.0|3000.0|3000.0|3000.0
12406|500000.0|2|1|2|46|-1|-1|-1|60560.0|104734.0|41018.0|6258.0|104734.0|41018.0|6258.0|70356.0
457|100000.0|1|3|2|24|0|0|0|66365.0|62913.0|9389.0|6076.0|2104.0|312.0|207.0|2004.0
2281|160000.0|2|1|2|26|0|0|0|125724.0|129157.0|130567.0|144266.0|6000.0|4000.0|15000.0|5000.0
25922|220000.0|2|1|1|31|0|0|0|126132.0|120827.0|119823.0|119460.0|3005.0|2400.0|21577.0|10000.0
14600|60000.0|2|2|1|49|0|0|0|56761.0|41130.0|27097.0|27331.0|1547.0|1396.0|1200.0|2000.0
4205|150000.0|2|1|2|36|-1|-1|0|30244.0|2434.0|29139.0|26987.0|2434.0|29139.0|1210.0|10000.0
56|220000.0|2|2|2|28|2|0|0|97995.0|97577.0|98583.0|99708.0|3000.0|3501.0|3629.0|7442.0
9319|80000.0|2|3|1|45|-2|-2|-2|2939.0|3627.0|3868.0|2193.0|3627.0|3991.0|2299.0|3031.0
15889|280000.0|2|2|2|30|2|2|0|226452.0|215692.0|194206.0|185854.0|7604.0|0.0|9200.0|6400.0
6640|20000.0|2|2|2|25|0|0|0|18606.0|18904.0|19433.0|18902.0|1301.0|830.0|698.0|822.0
28701|200000.0|2|1|1|37|-1|0|0|261.0|8203.0|13203.0|9691.0|8203.0|5000.0|0.0|13185.0
12055|10000.0|1|3|1|35|0|0|0|8779.0|9379.0|9565.0|9062.0|1143.0|329.0|418.0|180.0
2342|90000.0|2|2|1|50|0|0|2|13009.0|17405.0|20115.0|19655.0|4627.0|3000.0|0.0|3000.0
6406|20000.0|1|2|1|39|0|0|0|19299.0|19928.0|20204.0|20398.0|900.0|700.0|1480.0|0.0
23304|20000.0|2|3|3|40|2|-1|0|2974.0|2376.0|5262.0|4401.0|0.0|5262.0|88.0|1612.0
5460|140000.0|1|2|2|62|0|0|0|123491.0|118886.0|117059.0|117405.0|5000.0|7500.0|7000.0|5029.0
20813|210000.0|2|3|1|35|0|0|0|26823.0|32032.0|37457.0|43814.0|6000.0|6000.0|7000.0|5000.0
13624|60000.0|1|2|2|26|2|0|0|62158.0|120142.0|60428.0|58192.0|0.0|2297.0|1875.0|1158.0
2050|110000.0|1|5|1|36|0|0|0|50526.0|51816.0|34262.0|23366.0|3000.0|3000.0|3000.0|3000.0
15665|160000.0|2|2|1|42|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
7535|360000.0|2|2|1|43|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
11104|230000.0|2|1|1|32|-2|-2|-2|0.0|0.0|0.0|5347.0|0.0|0.0|5347.0|0.0
12827|200000.0|2|2|2|33|0|-2|-2|13457.0|-387.0|-387.0|-387.0|0.0|0.0|0.0|0.0
24459|60000.0|2|2|1|24|2|2|0|33041.0|35284.0|31602.0|32221.0|2900.0|0.0|1200.0|1409.0
29301|120000.0|1|1|2|28|2|2|0|16571.0|16607.0|16043.0|16379.0|600.0|0.0|595.0|599.0
17894|180000.0|2|5|2|34|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
14350|20000.0|2|2|1|28|0|0|0|15018.0|15991.0|18442.0|18827.0|1549.0|3000.0|790.0|1000.0
5009|150000.0|2|1|2|30|0|0|0|125026.0|108358.0|110070.0|111654.0|5000.0|5000.0|5000.0|5000.0
1991|50000.0|2|3|2|28|2|2|2|41126.0|40165.0|42683.0|43843.0|0.0|3200.0|2000.0|1700.0
28646|360000.0|2|1|1|39|-1|-1|-1|165.0|300.0|0.0|1790.0|300.0|0.0|1790.0|0.0
250|160000.0|1|1|1|41|0|-2|-2|102650.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
10399|280000.0|2|2|1|42|0|0|0|260274.0|153516.0|156830.0|152045.0|8000.0|5866.0|8000.0|5616.0
21297|380000.0|1|2|1|47|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
29105|120000.0|2|3|1|48|-1|0|-1|1823.0|3646.0|1823.0|1823.0|3646.0|0.0|1823.0|1823.0
12720|20000.0|2|1|2|26|-1|-1|-1|390.0|390.0|390.0|0.0|390.0|390.0|0.0|780.0
5589|200000.0|1|2|2|29|4|4|4|2500.0|2500.0|2500.0|2500.0|0.0|0.0|0.0|0.0
10192|260000.0|2|3|1|65|0|0|0|174617.0|178214.0|182251.0|186144.0|6500.0|7000.0|7000.0|7500.0
23748|60000.0|1|3|1|38|0|0|0|24404.0|25212.0|28147.0|30152.0|1500.0|3500.0|2600.0|0.0
3916|220000.0|2|2|1|44|0|0|0|184568.0|168683.0|158742.0|161499.0|7356.0|5300.0|5550.0|5050.0
2376|120000.0|1|1|1|45|0|0|0|117106.0|118207.0|116885.0|123040.0|6000.0|5000.0|10000.0|0.0
16837|60000.0|2|2|1|34|0|0|0|33434.0|34935.0|36344.0|37803.0|3000.0|4000.0|3000.0|3000.0
4036|270000.0|2|1|1|37|-1|-1|-1|1191.0|3691.0|3445.0|56264.0|3691.0|3445.0|56264.0|953.0
18774|300000.0|2|1|2|25|3|2|3|302869.0|306395.0|311256.0|305413.0|10000.0|10000.0|0.0|0.0
20860|200000.0|1|1|1|36|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
26068|180000.0|1|3|1|39|0|0|0|26103.0|27113.0|27495.0|27914.0|1748.0|1130.0|1011.0|1016.0
25199|80000.0|2|2|1|42|0|-2|-2|16000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
23629|150000.0|1|1|1|55|3|2|2|97297.0|98496.0|99683.0|101430.0|3700.0|3700.0|3500.0|3000.0
8247|230000.0|1|1|2|28|0|0|0|24415.0|29002.0|12415.0|10607.0|10083.0|5030.0|5003.0|5043.0
1905|450000.0|1|1|1|42|-1|-1|-1|2499.0|2499.0|0.0|11071.0|2499.0|0.0|11071.0|780.0
19666|80000.0|1|1|2|23|-1|-1|0|3158.0|2941.0|2313.0|1367.0|2953.0|3753.0|4.0|7949.0
21193|240000.0|1|2|1|39|0|0|0|235982.0|239281.0|244329.0|249130.0|8725.0|9068.0|9068.0|15000.0
6162|20000.0|2|2|2|27|2|2|2|26373.0|26644.0|26079.0|27941.0|1000.0|0.0|2300.0|1200.0
13852|360000.0|2|1|2|31|-2|-2|-2|6450.0|13166.0|23964.0|5470.0|13242.0|24011.0|5497.0|5415.0
9909|80000.0|2|1|2|22|-1|-1|0|5395.0|1182.0|266.0|366.0|1182.0|266.0|233.0|0.0
28233|200000.0|2|1|2|34|-1|-1|-2|0.0|1000.0|0.0|0.0|1000.0|0.0|0.0|0.0
12918|140000.0|2|3|2|48|0|0|0|111948.0|58672.0|59199.0|54286.0|3000.0|2000.0|2000.0|56793.0
20055|400000.0|1|2|2|31|0|0|0|194509.0|199284.0|203502.0|195769.0|8000.0|7500.0|9000.0|5000.0
11058|200000.0|2|1|1|40|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
5622|290000.0|1|1|2|28|-2|-2|-2|2765.0|6116.0|10462.0|1052.0|6200.0|10479.0|1052.0|1481.0
26744|230000.0|2|2|1|35|0|0|0|150844.0|151623.0|148261.0|153161.0|10000.0|7000.0|10000.0|10000.0
7171|20000.0|1|3|2|49|0|0|0|17948.0|18647.0|19193.0|19721.0|1000.0|846.0|1000.0|593.0
3798|380000.0|1|2|2|32|-1|-1|-1|15134.0|32018.0|11849.0|11873.0|24677.0|11851.0|11875.0|8251.0
22973|580000.0|2|1|1|36|0|0|0|166127.0|169365.0|168755.0|167964.0|5951.0|6006.0|5894.0|5946.0
8755|410000.0|1|1|1|37|-1|-1|-1|2756.0|3560.0|6661.0|3877.0|3560.0|6661.0|3877.0|1249.0
27185|150000.0|2|2|1|45|-1|-1|-1|4590.0|2605.0|2605.0|3795.0|2605.0|2605.0|3795.0|10675.0
24738|390000.0|2|2|1|39|-1|-1|0|827.0|1036.0|15209.0|15156.0|1036.0|15000.0|1000.0|1000.0
24733|500000.0|1|1|2|32|0|-1|-1|30327.0|16314.0|1151.0|3074.0|3325.0|1151.0|3074.0|4984.0
13596|120000.0|1|2|2|25|0|0|0|79889.0|66828.0|55511.0|21938.0|2000.0|1346.0|3000.0|0.0
20756|280000.0|2|4|1|50|2|2|-2|1843.0|1663.0|-147.0|-147.0|0.0|0.0|0.0|1647.0
23899|430000.0|1|1|2|29|0|0|0|375827.0|330644.0|353036.0|355121.0|30696.0|53036.0|12752.0|15980.0
9539|120000.0|2|2|1|46|0|0|0|76279.0|60939.0|61036.0|61359.0|2158.0|2151.0|2368.0|2197.0
2425|210000.0|2|1|2|29|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
660|80000.0|1|1|2|39|2|2|0|68204.0|69484.0|68247.0|71110.0|3000.0|0.0|4000.0|2500.0
8108|50000.0|1|3|2|28|0|0|0|50199.0|74405.0|38772.0|39438.0|1500.0|4000.0|2000.0|1500.0
27545|50000.0|1|2|2|24|0|0|0|11312.0|13112.0|13394.0|14176.0|2000.0|500.0|1000.0|700.0
951|120000.0|2|3|1|38|0|0|0|118038.0|118805.0|59210.0|61267.0|5000.0|3000.0|3000.0|3000.0
5213|360000.0|2|2|2|30|-1|0|0|0.0|150.0|205150.0|0.0|150.0|205000.0|0.0|0.0
26613|210000.0|2|2|1|36|0|0|0|227143.0|221126.0|215358.0|163444.0|7116.0|6980.0|5813.0|5762.0
3474|500000.0|1|1|1|45|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
29887|30000.0|2|1|2|24|0|0|0|18860.0|950.0|5660.0|0.0|0.0|4710.0|0.0|7153.0
27665|160000.0|1|2|2|37|0|0|0|98706.0|90457.0|90588.0|92533.0|4200.0|3238.0|3400.0|3550.0
7587|360000.0|1|2|2|28|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
19426|170000.0|1|2|2|26|0|0|0|152429.0|154704.0|96724.0|73916.0|5600.0|4500.0|3000.0|3500.0
10769|70000.0|1|2|2|40|0|0|0|73326.0|69645.0|19799.0|-1.0|20150.0|500.0|0.0|0.0
4804|240000.0|2|1|2|29|-1|0|-1|696.0|18334.0|27638.0|696.0|18334.0|10000.0|696.0|696.0
28997|70000.0|2|2|1|33|0|0|0|33439.0|24926.0|10681.0|7431.0|3160.0|3000.0|3000.0|5060.0
3333|30000.0|1|2|2|51|0|0|0|28342.0|28282.0|30118.0|24584.0|2000.0|3077.0|804.0|761.0
4403|30000.0|2|3|1|45|2|0|0|14904.0|14340.0|15131.0|16909.0|0.0|1000.0|2000.0|0.0
17233|250000.0|2|2|1|28|-2|-2|-2|0.0|0.0|4501.0|282.0|0.0|4501.0|282.0|10351.0
5098|50000.0|2|2|2|26|0|0|0|31180.0|18401.0|18785.0|19248.0|658.0|680.0|773.0|524.0
423|380000.0|1|1|2|31|0|0|0|275057.0|156348.0|153778.0|139177.0|5209.0|5000.0|5000.0|4000.0
21874|150000.0|1|2|1|58|-2|-2|-2|2473.0|1473.0|1473.0|1473.0|1473.0|1473.0|1473.0|1473.0
8270|20000.0|2|2|2|27|0|0|0|20112.0|19712.0|19712.0|6321.0|0.0|0.0|0.0|0.0
19797|350000.0|1|2|2|29|0|0|0|38568.0|39569.0|41162.0|41961.0|2000.0|2004.0|2067.0|2060.0
28970|140000.0|1|2|2|26|0|0|0|24766.0|25782.0|27348.0|30820.0|1434.0|2000.0|4100.0|0.0
22008|50000.0|2|1|2|25|0|2|2|36989.0|38559.0|39958.0|38313.0|3000.0|3000.0|0.0|3090.0
4520|30000.0|2|2|2|24|0|0|0|30298.0|30046.0|29880.0|27039.0|900.0|1000.0|2000.0|0.0
19344|180000.0|1|2|2|43|0|0|0|69691.0|71234.0|72930.0|75734.0|2703.0|3000.0|4013.0|10000.0
2695|50000.0|1|3|2|27|0|0|0|46791.0|47922.0|49482.0|0.0|3000.0|5000.0|0.0|0.0
14314|150000.0|1|5|2|31|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
9579|570000.0|2|1|2|30|-1|0|-1|243673.0|74003.0|57763.0|50852.0|74085.0|290.0|51107.0|41791.0
24236|50000.0|1|2|1|42|0|0|0|22252.0|22541.0|22863.0|20288.0|900.0|780.0|750.0|1670.0
21106|240000.0|1|1|1|34|-1|0|0|0.0|4557.0|7557.0|9275.0|4557.0|3000.0|4000.0|2282.0
27127|60000.0|2|1|2|26|0|0|0|29836.0|30818.0|31314.0|30852.0|1794.0|1290.0|1268.0|1273.0
8371|420000.0|2|2|1|29|0|0|0|132536.0|131704.0|331059.0|328958.0|11704.0|212059.0|12958.0|12819.0
3921|600000.0|1|2|1|50|0|0|0|237135.0|241033.0|246081.0|250971.0|8629.0|8934.0|8984.0|9306.0
5892|200000.0|2|3|1|38|0|0|0|72556.0|63524.0|49914.0|18068.0|3000.0|2000.0|2000.0|2000.0
16159|230000.0|2|2|2|27|0|0|0|77063.0|40102.0|52454.0|12314.0|5.0|45000.0|8000.0|35660.0
360|30000.0|2|3|1|39|0|-1|0|3280.0|2890.0|15839.0|13680.0|2500.0|15839.0|666.0|0.0
617|290000.0|2|1|1|35|-2|-1|-1|-20.0|-20.0|2663.0|-677.0|0.0|2800.0|0.0|0.0
10712|210000.0|2|2|2|25|0|0|0|83589.0|73689.0|64854.0|66124.0|2326.0|2272.0|3661.0|0.0
25823|200000.0|2|2|2|30|0|0|0|146128.0|138919.0|132778.0|136272.0|4894.0|4800.0|5900.0|5074.0
19888|70000.0|2|2|2|22|0|0|-1|22551.0|16008.0|0.0|13180.0|328.0|0.0|13180.0|2000.0
1285|50000.0|1|3|1|47|0|0|0|15315.0|16019.0|16336.0|16678.0|1267.0|584.0|605.0|609.0
1314|30000.0|1|2|1|42|0|0|0|30720.0|29204.0|28219.0|28501.0|1624.0|900.0|900.0|900.0
13821|60000.0|1|2|2|25|2|0|0|61748.0|58583.0|28301.0|29301.0|0.0|600.0|1000.0|300.0
8663|30000.0|1|2|1|36|-1|-1|-1|390.0|390.0|390.0|0.0|390.0|390.0|0.0|780.0
1681|600000.0|2|3|2|44|-1|0|0|82803.0|380337.0|368527.0|390197.0|380478.0|12625.0|60000.0|7000.0
